id_transaccion,id_cliente,fecha_transaccion,categoria_producto,cantidad,precio_unitario,descuento_pct,canal_venta,monto_compra,nombre,edad,ciudad,fecha_registro,categoria_favorita,ingreso_estimado,ciudad_normalizada,segmento_cliente,canal_adquisicion,metodo_pago_preferido,score_fidelizacion,region,macrozona,outlier_precio_unitario_iqr,outlier_precio_unitario_zscore,outlier_monto_compra_iqr,outlier_monto_compra_zscore,monto_bruto,monto_descuento,antiguedad_cliente_dias,nivel_fidelizacion,codigo_macrozona,compra_con_descuento,score_fidelizacion_norm,grupo_edad,rango_monto_compra
50644,1229,2024-12-07,Belleza,1,236811.58,0.05,App,224971.0,María González,25,Concepción,2024-09-02,Belleza,794542.0,concepcion,Oro,Facebook,Tarjeta crédito,60,Sin información,Sin información,False,False,False,False,236811.58,11840.579,96,Baja,0,Sí,0.3333333333333333,18-29,Medio
50645,1113,2024-10-13,Libros,2,174635.51,0.1,App,314343.92,Matías Martínez,21,La Serena,2022-08-02,Tecnología,965100.0,la serena,Premium,Referido,Tarjeta débito,93,RegiÃ³n de Coquimbo,Norte,False,False,False,False,349271.02,34927.102000000006,803,Alta,1,Sí,0.8833333333333333,18-29,Alto
50646,1256,2024-03-29,Tecnología,4,39960.31,0.05,App,151849.18,Tomás López,49,Temuco,2023-04-14,Hogar,799798.0,temuco,Bronce,Referido,Tarjeta débito,69,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,159841.24,7992.062,350,Media,3,Sí,0.48333333333333334,45-59,Medio
50647,1221,2024-02-05,Belleza,4,212895.47,0.15,App,723844.6,Diego Sepúlveda,24,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82,RegiÃ³n Metropolitana,Centro,False,False,False,False,851581.88,127737.28199999999,-121,Media,2,Sí,0.7,18-29,Muy alto
50648,1189,2024-12-13,Libros,2,239602.77,0.05,Marketplace,455245.26,Sofía Muñoz,23,Antofagasta,2022-04-04,Belleza,953691.0,antofagasta,Premium,Google Ads,Tarjeta crédito,94,RegiÃ³n de Antofagasta,Norte,False,False,False,False,479205.54,23960.277000000002,984,Alta,1,Sí,0.9,18-29,Alto
50649,1223,2024-11-05,Belleza,3,359164.20375,0.05,App,1107260.74625,Sofía Rojas,66,Valparaíso,2024-05-03,Belleza,384170.0,valparaiso,Bronce,Instagram,Tarjeta débito,51,Sin información,Sin información,True,True,True,True,1077492.61125,53874.63056250001,186,Baja,0,Sí,0.18333333333333332,60+,Muy alto
50650,1155,2024-08-16,Hogar,4,123913.98,0.0,Marketplace,495655.92,Javiera Fuentes,57,Temuco,2024-09-08,Tecnología,708074.0,temuco,Oro,Facebook,PayPal,65,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,495655.92,0.0,-23,Media,3,No,0.4166666666666667,45-59,Alto
50651,1153,2024-02-29,Belleza,5,50334.17,0.15,Marketplace,213920.22,María López,22,Antofagasta,2022-09-28,Hogar,845337.0,antofagasta,Oro,Referido,Transferencia,68,RegiÃ³n de Antofagasta,Norte,False,False,False,False,251670.84999999998,37750.627499999995,519,Media,1,Sí,0.4666666666666667,18-29,Medio
50652,1172,2024-08-10,Deportes,1,177913.53,0.05,Marketplace,169017.85,Valentina Fuentes,65,Puerto Montt,2024-11-19,Deportes,907166.0,puerto montt,Plata,Orgánico,PayPal,43,RegiÃ³n de Los Lagos,Sur,False,False,False,False,177913.53,8895.6765,-101,Baja,3,Sí,0.05,60+,Medio
50653,1131,2024-10-15,Deportes,5,186821.79,0.1,Web,840698.06,Pedro Hernández,60,Rancagua,2022-05-20,Belleza,915469.0,rancagua,Oro,Referido,Tarjeta débito,89,RegiÃ³n de O'Higgins,Centro,False,False,False,False,934108.9500000001,93410.89500000002,879,Alta,2,Sí,0.8166666666666667,60+,Muy alto
50654,1183,2024-02-18,Tecnología,1,156822.18,0.05,Web,148981.07,Juan Hernández,24,Valparaíso,2022-12-15,Tecnología,871378.0,valparaiso,Oro,Orgánico,Tarjeta débito,44,Sin información,Sin información,False,False,False,False,156822.18,7841.109,430,Baja,0,Sí,0.06666666666666667,18-29,Medio
50655,1040,2024-12-09,Moda,4,226653.08,0.15,Marketplace,770620.47,María Rojas,21,Concepción,2023-10-14,Moda,1162066.0,concepcion,Plata,Google Ads,PayPal,51,Sin información,Sin información,False,False,False,False,906612.32,135991.848,422,Baja,0,Sí,0.18333333333333332,18-29,Muy alto
50656,1216,2024-07-10,Belleza,2,98478.73,0.0,Marketplace,196957.46,Antonia López,61,Concepción,2024-12-31,Deportes,754897.0,concepcion,Oro,Instagram,Tarjeta débito,85,Sin información,Sin información,False,False,False,False,196957.46,0.0,-174,Alta,0,No,0.75,60+,Medio
50657,1230,2024-02-11,Tecnología,2,52165.38,0.0,Web,104330.76,Matías González,36,Rancagua,2024-12-10,Moda,842379.0,rancagua,Bronce,Google Ads,PayPal,43,RegiÃ³n de O'Higgins,Centro,False,False,False,False,104330.76,0.0,-303,Baja,2,No,0.05,30-44,Bajo
50658,1070,2024-02-25,Hogar,3,243365.73,0.1,Web,657087.47,Fernanda Martínez,43,Valparaíso,2022-05-23,Hogar,515998.0,valparaiso,Premium,Google Ads,Transferencia,97,Sin información,Sin información,False,False,False,False,730097.1900000001,73009.71900000001,643,Alta,0,Sí,0.95,30-44,Muy alto
50659,1127,2024-10-18,Moda,3,226549.56,0.0,Web,679648.68,Juan Martínez,23,La Serena,2024-06-06,Hogar,1106663.0,la serena,Premium,Instagram,Tarjeta crédito,47,RegiÃ³n de Coquimbo,Norte,False,False,False,False,679648.6799999999,0.0,134,Baja,1,No,0.11666666666666667,18-29,Muy alto
50660,1235,2024-08-16,Hogar,5,187983.35,0.0,Marketplace,939916.75,Daniela Díaz,23,La Serena,2022-09-24,Belleza,432644.0,la serena,Oro,Facebook,Transferencia,49,RegiÃ³n de Coquimbo,Norte,False,False,False,False,939916.75,0.0,692,Baja,1,No,0.15,18-29,Muy alto
50661,1021,2024-08-21,Libros,2,14263.62,0.05,Marketplace,27100.88,Vicente López,50,Santiago,2024-10-20,Libros,606402.0,santiago,Bronce,Google Ads,Transferencia,59,RegiÃ³n Metropolitana,Centro,False,False,False,False,28527.24,1426.362,-60,Baja,2,Sí,0.31666666666666665,45-59,Bajo
50662,1241,2024-06-21,Moda,4,74336.45,0.15,App,252743.93,Antonia Silva,62,Concepción,2022-02-23,Tecnología,738724.0,concepcion,Plata,Google Ads,PayPal,68,Sin información,Sin información,False,False,False,False,297345.8,44601.869999999995,849,Media,0,Sí,0.4666666666666667,60+,Medio
50663,1199,2024-02-13,Belleza,5,100840.06,0.15,App,428570.26,Fernanda Sepúlveda,42,Valparaíso,2023-08-23,Hogar,1071786.0,valparaiso,Oro,Facebook,Tarjeta crédito,78,Sin información,Sin información,False,False,False,False,504200.3,75630.045,174,Media,0,Sí,0.6333333333333333,30-44,Alto
50664,1218,2024-08-06,Belleza,5,91158.99,0.2,Marketplace,364635.96,Pedro Fuentes,46,Valparaíso,2022-12-18,Deportes,998991.0,valparaiso,Bronce,Instagram,Transferencia,92,Sin información,Sin información,False,False,False,False,455794.95,91158.99,597,Alta,0,Sí,0.8666666666666667,45-59,Alto
50665,1034,2024-08-03,Belleza,3,22516.69,0.15,App,57417.56,Pedro Contreras,62,Puerto Montt,2022-04-16,Hogar,512934.0,puerto montt,Oro,Referido,PayPal,96,RegiÃ³n de Los Lagos,Sur,False,False,False,False,67550.06999999999,10132.510499999999,840,Alta,3,Sí,0.9333333333333333,60+,Bajo
50666,1290,2024-10-15,Tecnología,4,29313.16,0.1,Web,105527.38,Juan Muñoz,61,Temuco,2024-01-09,Moda,1454444.0,temuco,Bronce,Referido,PayPal,66,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,117252.64,11725.264000000001,280,Media,3,Sí,0.43333333333333335,60+,Bajo
50667,1236,2024-05-05,Deportes,1,214623.73,0.0,Web,214623.73,Juan Torres,69,Antofagasta,2022-08-19,Libros,465046.0,antofagasta,Bronce,Instagram,Transferencia,82,RegiÃ³n de Antofagasta,Norte,False,False,False,False,214623.73,0.0,625,Media,1,No,0.7,60+,Medio
50668,1107,2024-03-08,Belleza,3,81348.01,0.1,Marketplace,219639.63,Fernanda Rojas,29,Valparaíso,2024-05-02,Hogar,569361.0,valparaiso,Bronce,Instagram,PayPal,52,Sin información,Sin información,False,False,False,False,244044.02999999997,24404.403,-55,Baja,0,Sí,0.2,18-29,Medio
50669,1094,2024-01-31,Deportes,4,202218.62,0.0,App,808874.48,Valentina Muñoz,58,La Serena,2024-07-04,Hogar,933999.0,la serena,Premium,Facebook,Tarjeta crédito,71,RegiÃ³n de Coquimbo,Norte,False,False,False,False,808874.48,0.0,-155,Media,1,No,0.5166666666666667,45-59,Muy alto
50670,1119,2024-10-19,Deportes,2,12484.24,0.05,Marketplace,23720.06,Fernanda Sepúlveda,39,Rancagua,2023-08-17,Hogar,845233.0,rancagua,Plata,Facebook,Transferencia,97,RegiÃ³n de O'Higgins,Centro,False,False,False,False,24968.48,1248.424,429,Alta,2,Sí,0.95,30-44,Bajo
50671,1261,2024-12-28,Belleza,2,127818.63,0.05,App,242855.4,Diego Pérez,27,La Serena,2023-03-22,Tecnología,889303.0,la serena,Premium,Instagram,PayPal,53,RegiÃ³n de Coquimbo,Norte,False,False,False,False,255637.26,12781.863000000001,647,Baja,1,Sí,0.21666666666666667,18-29,Medio
50672,1046,2024-12-10,Tecnología,2,104946.16,0.0,Web,209892.32,Sofía Fuentes,59,Temuco,2022-05-10,Belleza,907150.0,temuco,Oro,Google Ads,Tarjeta crédito,83,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,209892.32,0.0,945,Media,3,No,0.7166666666666667,45-59,Medio
50673,1061,2024-09-10,Moda,1,39855.23,0.1,App,35869.71,María Sepúlveda,42,Antofagasta,2024-08-16,Belleza,400869.0,antofagasta,Bronce,Google Ads,PayPal,70,RegiÃ³n de Antofagasta,Norte,False,False,False,False,39855.23,3985.5230000000006,25,Media,1,Sí,0.5,30-44,Bajo
50674,1108,2024-06-10,Hogar,1,125065.55,0.05,App,118812.27,Valentina Muñoz,62,Valparaíso,2024-03-19,Belleza,691047.0,valparaiso,Plata,Instagram,Tarjeta débito,56,Sin información,Sin información,False,False,False,False,125065.55,6253.2775,83,Baja,0,Sí,0.26666666666666666,60+,Bajo
50675,1044,2024-05-18,Libros,5,80801.41,0.15,App,343405.99,Matías Hernández,60,Valparaíso,2024-03-29,Libros,954839.0,valparaiso,Bronce,Instagram,Tarjeta débito,54,Sin información,Sin información,False,False,False,False,404007.05000000005,60601.0575,50,Baja,0,Sí,0.23333333333333334,60+,Alto
50676,1205,2024-03-05,Tecnología,5,126852.41,0.0,Marketplace,634262.05,Daniela Morales,31,Antofagasta,2023-02-24,Hogar,724899.0,antofagasta,Premium,Facebook,PayPal,43,RegiÃ³n de Antofagasta,Norte,False,False,False,False,634262.05,0.0,375,Baja,1,No,0.05,30-44,Muy alto
50677,1161,2024-06-30,Libros,4,58012.4,0.05,Web,220447.12,Vicente Torres,45,Antofagasta,2023-01-20,Moda,1276579.0,antofagasta,Oro,Facebook,Tarjeta crédito,95,RegiÃ³n de Antofagasta,Norte,False,False,False,False,232049.6,11602.480000000001,527,Alta,1,Sí,0.9166666666666666,45-59,Medio
50678,1070,2024-02-17,Libros,1,161199.97,0.05,Web,153139.97,Fernanda Martínez,43,Valparaíso,2022-05-23,Hogar,515998.0,valparaiso,Premium,Google Ads,Transferencia,97,Sin información,Sin información,False,False,False,False,161199.97,8059.998500000001,635,Alta,0,Sí,0.95,30-44,Medio
50679,1074,2024-09-01,Deportes,3,143041.13,0.15,Web,364754.88,Sofía Torres,64,Santiago,2024-11-29,Moda,1020788.0,santiago,Oro,Referido,Tarjeta débito,97,RegiÃ³n Metropolitana,Centro,False,False,False,False,429123.39,64368.508499999996,-89,Alta,2,Sí,0.95,60+,Alto
50680,1104,2024-04-19,Moda,1,184597.39,0.15,Marketplace,156907.78,Juan Rodríguez,45,Santiago,2023-08-10,Hogar,680194.0,santiago,Bronce,Orgánico,Tarjeta débito,84,RegiÃ³n Metropolitana,Centro,False,False,False,False,184597.39,27689.608500000002,253,Media,2,Sí,0.7333333333333333,45-59,Medio
50681,1224,2024-03-13,Belleza,3,223565.86,0.0,Marketplace,670697.58,Juan Hernández,62,Puerto Montt,2023-04-23,Deportes,1018051.0,puerto montt,Plata,Instagram,Transferencia,44,RegiÃ³n de Los Lagos,Sur,False,False,False,False,670697.58,0.0,325,Baja,3,No,0.06666666666666667,60+,Muy alto
50682,1087,2024-01-31,Deportes,2,155425.23,0.15,Marketplace,264222.89,Vicente López,27,La Serena,2022-08-15,Hogar,911575.0,la serena,Plata,Facebook,Transferencia,62,RegiÃ³n de Coquimbo,Norte,False,False,False,False,310850.46,46627.569,534,Baja,1,Sí,0.36666666666666664,18-29,Medio
50683,1265,2024-02-03,Moda,5,134224.84,0.0,App,671124.2,Tomás González,64,Temuco,2023-06-15,Hogar,684846.0,temuco,Premium,Instagram,Tarjeta crédito,49,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,671124.2,0.0,233,Baja,3,No,0.15,60+,Muy alto
50684,1281,2024-03-05,Moda,3,42417.01,0.2,Marketplace,101800.82,Sofía Morales,35,Valparaíso,2022-11-17,Libros,972902.0,valparaiso,Premium,Facebook,PayPal,70,Sin información,Sin información,False,False,False,False,127251.03,25450.206000000002,474,Media,0,Sí,0.5,30-44,Bajo
50685,1287,2024-12-06,Libros,4,144260.33,0.0,App,577041.32,María González,63,Desconocida,2023-04-13,Moda,762715.0,,Plata,Referido,PayPal,99,Sin información,Sin información,False,False,False,False,577041.32,0.0,603,Alta,0,No,0.9833333333333333,60+,Muy alto
50686,1158,2024-09-18,Deportes,4,74757.48,0.0,Marketplace,299029.92,Vicente González,34,Santiago,2024-06-14,Tecnología,948531.0,santiago,Premium,Google Ads,Transferencia,89,RegiÃ³n Metropolitana,Centro,False,False,False,False,299029.92,0.0,96,Alta,2,No,0.8166666666666667,30-44,Alto
50687,1246,2024-08-09,Tecnología,5,29162.55,0.0,Marketplace,145812.75,Valentina Muñoz,62,La Serena,2024-03-02,Libros,854212.0,la serena,Premium,Orgánico,PayPal,60,RegiÃ³n de Coquimbo,Norte,False,False,False,False,145812.75,0.0,160,Baja,1,No,0.3333333333333333,60+,Medio
50688,1257,2024-08-13,Hogar,4,174134.04,0.0,App,696536.16,Daniela Díaz,54,Santiago,2023-10-10,Belleza,532963.0,santiago,Oro,Orgánico,PayPal,45,RegiÃ³n Metropolitana,Centro,False,False,False,False,696536.16,0.0,308,Baja,2,No,0.08333333333333333,45-59,Muy alto
50689,1232,2024-11-16,Libros,4,189048.98,0.2,App,604956.74,Javiera Hernández,47,Santiago,2024-11-22,Tecnología,607014.0,santiago,Plata,Google Ads,PayPal,91,RegiÃ³n Metropolitana,Centro,False,False,False,False,756195.92,151239.184,-6,Alta,2,Sí,0.85,45-59,Muy alto
50690,1105,2024-04-20,Deportes,4,52523.08,0.05,App,199587.7,Diego Torres,36,Concepción,2024-03-19,Tecnología,335011.0,concepcion,Plata,Facebook,Tarjeta débito,68,Sin información,Sin información,False,False,False,False,210092.32,10504.616000000002,32,Media,0,Sí,0.4666666666666667,30-44,Medio
50691,1289,2024-06-16,Libros,5,167796.59,0.1,App,755084.66,Vicente Rodríguez,43,Valparaíso,2024-11-20,Hogar,567161.0,valparaiso,Premium,Referido,Transferencia,72,Sin información,Sin información,False,False,False,False,838982.95,83898.295,-157,Media,0,Sí,0.5333333333333333,30-44,Muy alto
50692,1156,2024-08-19,Deportes,3,95616.33,0.15,Marketplace,243821.64,Juan Pérez,32,La Serena,2022-06-28,Libros,556905.0,la serena,Premium,Facebook,Tarjeta crédito,84,RegiÃ³n de Coquimbo,Norte,False,False,False,False,286848.99,43027.3485,783,Media,1,Sí,0.7333333333333333,30-44,Medio
50693,1170,2024-04-24,Deportes,5,67882.31,0.0,App,339411.55,Valentina Sepúlveda,53,Rancagua,2023-11-11,Tecnología,1009803.0,rancagua,Premium,Google Ads,Transferencia,50,RegiÃ³n de O'Higgins,Centro,False,False,False,False,339411.55,0.0,165,Baja,2,No,0.16666666666666666,45-59,Alto
50694,1012,2024-02-09,Libros,2,154258.37,0.05,App,293090.9,Tomás Pérez,31,Temuco,2024-11-03,Libros,300000.0,temuco,Oro,Instagram,Transferencia,63,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,308516.74,15425.837,-268,Baja,3,Sí,0.38333333333333336,30-44,Alto
50695,1197,2024-03-23,Tecnología,5,83882.23,0.0,App,419411.15,Benjamín Martínez,38,La Serena,2023-07-19,Moda,634631.0,la serena,Premium,Instagram,Tarjeta crédito,76,RegiÃ³n de Coquimbo,Norte,False,False,False,False,419411.14999999997,0.0,248,Media,1,No,0.6,30-44,Alto
50696,1297,2024-12-03,Moda,4,46755.69,0.15,Marketplace,158969.35,Diego Rojas,49,La Serena,2023-03-20,Belleza,1033414.0,la serena,Oro,Google Ads,Transferencia,42,RegiÃ³n de Coquimbo,Norte,False,False,False,False,187022.76,28053.414,624,Baja,1,Sí,0.03333333333333333,45-59,Medio
50697,1032,2024-02-09,Libros,5,81074.24,0.0,App,405371.2,Diego Hernández,61,Concepción,2022-01-16,Hogar,979216.0,concepcion,Bronce,Orgánico,Tarjeta débito,81,Sin información,Sin información,False,False,False,False,405371.2,0.0,754,Media,0,No,0.6833333333333333,60+,Alto
50698,1142,2024-11-02,Moda,3,106593.86,0.05,App,303792.5,María Soto,39,Temuco,2024-06-23,Deportes,862561.0,temuco,Premium,Facebook,Tarjeta débito,61,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,319781.58,15989.079000000002,132,Baja,3,Sí,0.35,30-44,Alto
50699,1221,2024-08-14,Tecnología,4,180667.28,0.15,Marketplace,614268.75,Diego Sepúlveda,24,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82,RegiÃ³n Metropolitana,Centro,False,False,False,False,722669.12,108400.368,70,Media,2,Sí,0.7,18-29,Muy alto
50700,1236,2024-05-11,Tecnología,1,235613.96,0.0,Web,235613.96,Juan Torres,69,Antofagasta,2022-08-19,Libros,465046.0,antofagasta,Bronce,Instagram,Transferencia,82,RegiÃ³n de Antofagasta,Norte,False,False,False,False,235613.96,0.0,631,Media,1,No,0.7,60+,Medio
50701,1066,2024-08-24,Belleza,2,15695.36,0.0,Web,31390.72,Fernanda Soto,20,Antofagasta,2022-05-02,Belleza,914131.0,antofagasta,Premium,Orgánico,Tarjeta crédito,84,RegiÃ³n de Antofagasta,Norte,False,False,False,False,31390.72,0.0,845,Media,1,No,0.7333333333333333,18-29,Bajo
50702,1040,2024-03-19,Deportes,3,181954.72,0.0,App,545864.16,María Rojas,21,Concepción,2023-10-14,Moda,1162066.0,concepcion,Plata,Google Ads,PayPal,51,Sin información,Sin información,False,False,False,False,545864.16,0.0,157,Baja,0,No,0.18333333333333332,18-29,Muy alto
50703,1009,2024-10-15,Tecnología,1,9037.76,0.15,Marketplace,7682.1,Camila Hernández,19,Rancagua,2022-01-22,Hogar,1065205.0,rancagua,Plata,Google Ads,Transferencia,80,RegiÃ³n de O'Higgins,Centro,False,False,False,False,9037.76,1355.664,997,Media,2,Sí,0.6666666666666666,18-29,Bajo
50704,1288,2024-12-24,Tecnología,4,138370.33,0.15,Web,470459.12,Valentina Rojas,44,Antofagasta,2022-06-11,Moda,826286.0,antofagasta,Bronce,Referido,Transferencia,71,RegiÃ³n de Antofagasta,Norte,False,False,False,False,553481.32,83022.19799999999,927,Media,1,Sí,0.5166666666666667,30-44,Alto
50705,1132,2024-03-14,Libros,5,119678.82,0.15,Web,508634.99,Antonia Pérez,56,Puerto Montt,2022-11-18,Tecnología,1042131.0,puerto montt,Plata,Facebook,PayPal,64,RegiÃ³n de Los Lagos,Sur,False,False,False,False,598394.1000000001,89759.115,482,Baja,3,Sí,0.4,45-59,Alto
50706,1221,2024-01-13,Deportes,4,5610.63,0.05,Web,21320.39,Diego Sepúlveda,24,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82,RegiÃ³n Metropolitana,Centro,False,False,False,False,22442.52,1122.126,-144,Media,2,Sí,0.7,18-29,Bajo
50707,1093,2024-04-07,Tecnología,2,14184.98,0.2,Web,22695.97,Juan Pérez,36,Concepción,2023-06-11,Moda,1178187.0,concepcion,Oro,Facebook,Tarjeta crédito,89,Sin información,Sin información,False,False,False,False,28369.96,5673.992,301,Alta,0,Sí,0.8166666666666667,30-44,Bajo
50708,1143,2024-10-25,Belleza,1,243416.83,0.05,App,231245.99,María Martínez,39,La Serena,2022-02-09,Tecnología,849731.0,la serena,Plata,Facebook,PayPal,86,RegiÃ³n de Coquimbo,Norte,False,False,False,False,243416.83,12170.8415,989,Alta,1,Sí,0.7666666666666667,30-44,Medio
50709,1059,2024-11-14,Moda,3,179493.75,0.1,Web,484633.12,Vicente González,30,Desconocida,2023-07-03,Libros,743349.0,,Plata,Facebook,PayPal,71,Sin información,Sin información,False,False,False,False,538481.25,53848.125,500,Media,0,Sí,0.5166666666666667,30-44,Alto
50710,1024,2024-08-12,Hogar,1,193176.96,0.2,App,154541.57,María Díaz,50,Rancagua,2022-01-25,Deportes,935175.0,rancagua,Bronce,Orgánico,Tarjeta débito,98,RegiÃ³n de O'Higgins,Centro,False,False,False,False,193176.96,38635.392,930,Alta,2,Sí,0.9666666666666667,45-59,Medio
50711,1181,2024-01-23,Libros,2,222850.79,0.1,Marketplace,401131.42,María González,29,Antofagasta,2023-08-13,Belleza,528347.0,antofagasta,Plata,Instagram,Tarjeta débito,89,RegiÃ³n de Antofagasta,Norte,False,False,False,False,445701.58,44570.158,163,Alta,1,Sí,0.8166666666666667,18-29,Alto
50712,1024,2024-01-29,Moda,4,94668.58,0.15,App,321873.17,María Díaz,50,Rancagua,2022-01-25,Deportes,935175.0,rancagua,Bronce,Orgánico,Tarjeta débito,98,RegiÃ³n de O'Higgins,Centro,False,False,False,False,378674.32,56801.148,734,Alta,2,Sí,0.9666666666666667,45-59,Alto
50713,1105,2024-07-03,Tecnología,4,14100.32,0.05,Web,53581.22,Diego Torres,36,Concepción,2024-03-19,Tecnología,335011.0,concepcion,Plata,Facebook,Tarjeta débito,68,Sin información,Sin información,False,False,False,False,56401.28,2820.0640000000003,106,Media,0,Sí,0.4666666666666667,30-44,Bajo
50714,1255,2024-09-20,Deportes,2,156215.72,0.15,Web,265566.72,Matías Torres,26,Puerto Montt,2023-11-09,Belleza,542666.0,puerto montt,Plata,Referido,Tarjeta crédito,88,RegiÃ³n de Los Lagos,Sur,False,False,False,False,312431.44,46864.716,316,Alta,3,Sí,0.8,18-29,Medio
50715,1148,2024-11-09,Moda,2,36065.0,0.0,App,72130.0,Tomás Soto,61,Desconocida,2024-01-18,Libros,452063.0,,Oro,Instagram,Transferencia,55,Sin información,Sin información,False,False,False,False,72130.0,0.0,296,Baja,0,No,0.25,60+,Bajo
50716,1147,2024-11-07,Hogar,3,119064.31,0.0,Marketplace,357192.93,Tomás Silva,41,Puerto Montt,2024-07-10,Tecnología,579874.0,puerto montt,Plata,Facebook,Tarjeta crédito,59,RegiÃ³n de Los Lagos,Sur,False,False,False,False,357192.93,0.0,120,Baja,3,No,0.31666666666666665,30-44,Alto
50717,1157,2024-08-16,Tecnología,2,246258.46,0.15,App,418639.38,Camila Soto,18,Puerto Montt,2022-01-04,Deportes,835644.0,puerto montt,Bronce,Instagram,Tarjeta crédito,97,RegiÃ³n de Los Lagos,Sur,False,False,False,False,492516.92,73877.538,955,Alta,3,Sí,0.95,18-29,Alto
50718,1270,2024-04-11,Tecnología,4,15724.71,0.0,Marketplace,62898.84,Benjamín López,42,Rancagua,2023-06-16,Moda,479034.0,rancagua,Premium,Referido,PayPal,92,RegiÃ³n de O'Higgins,Centro,False,False,False,False,62898.84,0.0,300,Alta,2,No,0.8666666666666667,30-44,Bajo
50719,1187,2024-04-05,Belleza,1,20223.85,0.15,Web,17190.27,Sofía Contreras,50,Santiago,2022-08-08,Tecnología,1085456.0,santiago,Bronce,Referido,Transferencia,55,RegiÃ³n Metropolitana,Centro,False,False,False,False,20223.85,3033.5775,606,Baja,2,Sí,0.25,45-59,Bajo
50720,1252,2024-11-24,Tecnología,2,93868.5,0.05,Marketplace,178350.15,Matías Díaz,69,Temuco,2024-02-24,Libros,1039644.0,temuco,Premium,Instagram,Tarjeta crédito,60,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,187737.0,9386.85,274,Baja,3,Sí,0.3333333333333333,60+,Medio
50721,1244,2024-10-25,Belleza,4,136225.47,0.15,Marketplace,463166.6,Antonia Fuentes,64,Temuco,2023-09-16,Deportes,955858.0,temuco,Premium,Google Ads,Transferencia,58,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,544901.88,81735.28199999999,405,Baja,3,Sí,0.3,60+,Alto
50722,1228,2024-12-01,Moda,3,134512.03,0.05,Web,383359.29,Matías Martínez,26,Valparaíso,2024-02-23,Tecnología,944883.0,valparaiso,Bronce,Facebook,Tarjeta débito,95,Sin información,Sin información,False,False,False,False,403536.08999999997,20176.8045,282,Alta,0,Sí,0.9166666666666666,18-29,Alto
50723,1268,2024-10-04,Belleza,5,145592.78,0.0,App,727963.9,Juan Rodríguez,31,Rancagua,2024-10-27,Belleza,1419275.0,rancagua,Bronce,Orgánico,Transferencia,76,RegiÃ³n de O'Higgins,Centro,False,False,False,False,727963.9,0.0,-23,Media,2,No,0.6,30-44,Muy alto
50724,1095,2024-01-05,Deportes,3,141153.83,0.1,Marketplace,381115.34,Diego López,66,Santiago,2022-06-02,Belleza,1229317.0,santiago,Plata,Facebook,Transferencia,63,RegiÃ³n Metropolitana,Centro,False,False,False,False,423461.49,42346.149000000005,582,Baja,2,Sí,0.38333333333333336,60+,Alto
50725,1119,2024-05-04,Hogar,4,76918.08,0.2,App,246137.86,Fernanda Sepúlveda,39,Rancagua,2023-08-17,Hogar,845233.0,rancagua,Plata,Facebook,Transferencia,97,RegiÃ³n de O'Higgins,Centro,False,False,False,False,307672.32,61534.46400000001,261,Alta,2,Sí,0.95,30-44,Medio
50726,1221,2024-05-04,Hogar,4,146872.17,0.0,Marketplace,587488.68,Diego Sepúlveda,24,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82,RegiÃ³n Metropolitana,Centro,False,False,False,False,587488.68,0.0,-32,Media,2,No,0.7,18-29,Muy alto
50727,1046,2024-01-07,Belleza,2,108729.64,0.0,Marketplace,217459.28,Sofía Fuentes,59,Temuco,2022-05-10,Belleza,907150.0,temuco,Oro,Google Ads,Tarjeta crédito,83,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,217459.28,0.0,607,Media,3,No,0.7166666666666667,45-59,Medio
50728,1211,2024-03-07,Hogar,2,121490.46,0.1,App,218682.83,Daniela González,33,Temuco,2023-08-08,Deportes,753326.0,temuco,Plata,Orgánico,Tarjeta crédito,78,RegiÃ³n de La AraucanÃ­a,Sur,False,False,False,False,242980.92,24298.092000000004,212,Media,3,Sí,0.6333333333333333,30-44,Medio
50729,1161,2024-07-25,Libros,5,143845.42,0.1,Web,647304.39,Vicente Torres,45,Antofagasta,2023-01-20,Moda,1276579.0,antofagasta,Oro,Facebook,Tarjeta crédito,95,RegiÃ³n de Antofagasta,Norte,False,False,False,False,719227.1000000001,71922.71,552,Alta,1,Sí,0.9166666666666666,45-59,Muy alto
