id_transaccion,id_cliente,fecha_transaccion,categoria_producto,cantidad,precio_unitario,descuento_pct,canal_venta,monto_compra,nombre,edad,ciudad,fecha_registro,categoria_favorita,ingreso_estimado,ciudad_normalizada,segmento_cliente,canal_adquisicion,metodo_pago_preferido,score_fidelizacion,region,macrozona
50615,1137,2024-07-13,Hogar,2,168265.26,,App,336530.52,Javiera Sepúlveda,35.0,Valparaíso ,2023-08-25,Moda,592799.0,valparaiso,Oro,Referido,Transferencia,43.0,,
50616,1175,2024-09-02,Tecnología,4,200514.86,0.0,Web,802059.44,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0,la serena,Oro,Facebook,Tarjeta débito,58.0,RegiÃ³n de Coquimbo,Norte
50617,1024,2024-02-28,Tecnología,1,151080.52,0.05,App,143526.49,María Díaz,50.0,Rancagua,2022-01-25,Deportes,935175.0,rancagua,Bronce,Orgánico,Tarjeta débito,98.0,RegiÃ³n de O'Higgins,Centro
50618,1169,2024-08-30,Hogar,2,13597.1,0.15,App,23115.07,Camila Martínez,46.0,La Serena,2023-08-06,Libros,1426539.0,la serena,Oro,Google Ads,Tarjeta débito,46.0,RegiÃ³n de Coquimbo,Norte
50619,1278,2024-06-07,Tecnología,2,211593.87,0.05,App,402028.35,Matías Hernández,62.0,Concepción,2024-12-27,Belleza,1412123.0,concepcion,Oro,Instagram,Tarjeta crédito,46.0,,
50620,1093,2024-01-13,Tecnología,4,36423.19,0.1,App,131123.48,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0,concepcion,Oro,Facebook,Tarjeta crédito,89.0,,
50621,1001,2024-04-16,Moda,4,227877.68,0.05,Marketplace,865935.18,Diego Pérez,41.0,Puerto Montt,2023-08-28,Libros,650235.0,puerto montt,Plata,Facebook,Tarjeta crédito,49.0,RegiÃ³n de Los Lagos,Sur
50622,1141,2024-09-02,Hogar,5,188705.05,0.15,Marketplace,801996.46,Matías Fuentes,56.0,Temuco,2023-03-04,Hogar,777672.0,temuco,Plata,Google Ads,Tarjeta débito,44.0,RegiÃ³n de La AraucanÃ­a,Sur
50623,1196,2024-08-17,Moda,2,81890.72,0.15,App,139214.22,Valentina Muñoz,47.0,Rancagua,2023-09-28,Libros,1011346.0,rancagua,Premium,Referido,Transferencia,76.0,RegiÃ³n de O'Higgins,Centro
50624,1036,2024-07-20,Tecnología,3,128845.41,0.05,App,367209.42,Fernanda Soto,25.0,Temuco,2023-07-15,Moda,947913.0,temuco,Premium,Google Ads,PayPal,75.0,RegiÃ³n de La AraucanÃ­a,Sur
50625,1135,2024-08-06,Hogar,4,192975.55,0.15,App,656116.87,Benjamín Martínez,29.0,Valparaíso,2024-03-28,Deportes,1082782.0,valparaiso,Oro,Referido,Transferencia,71.0,,
50626,1263,2024-08-30,Deportes,2,7208.55,0.0,App,14417.1,Matías López,52.0,Puerto Montt,2024-10-02,Deportes,954251.0,puerto montt,Premium,Orgánico,Tarjeta crédito,,RegiÃ³n de Los Lagos,Sur
50627,1040,2024-11-04,Libros,1,102443.26,0.1,App,92198.93,María Rojas,21.0,Concepción,2023-10-14,Moda,1162066.0,concepcion,Plata,Google Ads,PayPal,51.0,,
50628,1029,2024-08-27,Hogar,3,186285.33,0.15,Marketplace,475027.59,María Rojas,48.0,La Serena,2023-04-13,Moda,979401.0,la serena,Premium,Orgánico,PayPal,91.0,RegiÃ³n de Coquimbo,Norte
50629,1106,2024-04-20,Libros,2,208395.55,0.0,Web,416791.1,Sofía Morales,25.0,Antofagasta,2023-11-26,Belleza,825222.0,antofagasta,Premium,Instagram,PayPal,47.0,RegiÃ³n de Antofagasta,Norte
50630,1022,2024-05-31,Libros,4,124924.4,0.1,App,449727.84,Tomás Rodríguez,19.0,Antofagasta,2023-09-23,Hogar,1650407.0,antofagasta,Bronce,Referido,PayPal,50.0,RegiÃ³n de Antofagasta,Norte
50631,1267,2024-09-11,Deportes,2,139416.45,0.0,App,278832.9,Fernanda López,52.0,Valparaíso,2024-05-21,Hogar,1201143.0,valparaiso,Premium,Referido,Tarjeta débito,70.0,,
50632,1195,2024-08-31,Belleza,4,14823.34,0.05,Web,56328.69,Javiera Fuentes,59.0,Valparaíso,2024-07-30,Moda,1247554.0,valparaiso,Oro,Facebook,Tarjeta débito,72.0,,
50633,1215,2024-04-25,Belleza,5,223167.02,0.0,Marketplace,1115835.1,Sofía Díaz,28.0,Rancagua,2022-09-22,Libros,574547.0,rancagua,Plata,Referido,Transferencia,41.0,RegiÃ³n de O'Higgins,Centro
50634,1021,2024-08-26,Libros,5,174197.97,0.05,Web,827440.36,Vicente López,50.0,Santiago,2024-10-20,Libros,606402.0,santiago,Bronce,Google Ads,Transferencia,59.0,RegiÃ³n Metropolitana,Centro
50635,1168,2024-05-01,Tecnología,5,69914.83,0.05,Marketplace,332095.44,Benjamín Muñoz,36.0,Antofagasta,2024-11-07,Moda,636805.0,antofagasta,Premium,Google Ads,Tarjeta crédito,42.0,RegiÃ³n de Antofagasta,Norte
50636,1166,2024-04-22,Moda,5,193840.32,0.0,Web,969201.6,Tomás Díaz,41.0,La Serena,2022-07-15,Hogar,861933.0,la serena,Plata,Google Ads,Transferencia,72.0,RegiÃ³n de Coquimbo,Norte
50637,1289,2024-09-14,Tecnología,4,99010.14,0.0,Marketplace,396040.56,Vicente Rodríguez,43.0,Valparaíso,2024-11-20,Hogar,567161.0,valparaiso,Premium,Referido,Transferencia,72.0,,
50638,1264,2024-09-05,Tecnología,4,166685.93,0.15,Marketplace,566732.16,Benjamín Pérez,23.0,Valparaíso,2023-05-21,Libros,438078.0,valparaiso,Oro,Google Ads,Tarjeta crédito,71.0,,
50639,1016,2024-09-11,Libros,1,79460.96,0.05,Web,75487.91,Tomás Sepúlveda,52.0,Puerto Montt,2022-01-23,Deportes,760815.0,puerto montt,Oro,Google Ads,Tarjeta crédito,74.0,RegiÃ³n de Los Lagos,Sur
50640,1159,2024-01-13,Hogar,5,93917.47,0.05,Marketplace,446107.98,Benjamín Pérez,22.0,,2022-03-04,Libros,781103.0,,Plata,Google Ads,Tarjeta débito,57.0,,
50641,1200,2024-03-04,Hogar,2,226302.19,0.0,Web,452604.38,Sofía Fuentes,28.0,Rancagua,2024-08-14,Libros,656135.0,rancagua,ORO,Facebook,Tarjeta crédito,90.0,RegiÃ³n de O'Higgins,Centro
50642,1265,2024-11-11,Hogar,4,147233.56,0.05,App,559487.53,Tomás González,64.0,Temuco,2023-06-15,Hogar,684846.0,temuco,Premium,Instagram,Tarjeta crédito,49.0,RegiÃ³n de La AraucanÃ­a,Sur
50643,1184,2024-12-30,Belleza,5,190074.58,0.05,Web,902854.25,Fernanda Rojas,47.0,La Serena,2023-07-01,Moda,754003.0,la serena,Premium,Referido,Transferencia,56.0,RegiÃ³n de Coquimbo,Norte
50644,1229,2024-12-07,Belleza,1,236811.58,0.05,App,224971.0,María González,25.0,Concepción,2024-09-02,Belleza,794542.0,concepcion,Oro,Facebook,Tarjeta crédito,60.0,,
50645,1113,2024-10-13,Libros,2,174635.51,0.1,App,314343.92,Matías Martínez,21.0,La Serena,2022-08-02,Tecnología,965100.0,la serena,Premium,Referido,Tarjeta débito,93.0,RegiÃ³n de Coquimbo,Norte
50646,1256,2024-03-29,Tecnología,4,39960.31,0.05,App,151849.18,Tomás López,49.0,Temuco,2023-04-14,Hogar,799798.0,temuco,Bronce,Referido,Tarjeta débito,69.0,RegiÃ³n de La AraucanÃ­a,Sur
50647,1221,2024-02-05,Belleza,4,212895.47,0.15,App,723844.6,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50648,1189,2024-12-13,Libros,2,239602.77,0.05,Marketplace,455245.26,Sofía Muñoz,23.0,Antofagasta,2022-04-04,Belleza,953691.0,antofagasta,Premium,Google Ads,Tarjeta crédito,94.0,RegiÃ³n de Antofagasta,Norte
50649,1223,2024-11-05,Belleza,3,1182119.0,0.05,App,5390462.64,Sofía Rojas,66.0,Valparaíso,2024-05-03,Belleza,384170.0,valparaiso,Bronce,Instagram,Tarjeta débito,51.0,,
50650,1155,2024-08-16,Hogar,4,123913.98,0.0,Marketplace,495655.92,Javiera Fuentes,57.0,Temuco,2024-09-08,Tecnología,708074.0,temuco,Oro,Facebook,PayPal,65.0,RegiÃ³n de La AraucanÃ­a,Sur
50651,1153,2024-02-29,Belleza,5,50334.17,0.15,Marketplace,213920.22,María López,22.0,Antofagasta,2022-09-28,Hogar,845337.0,antofagasta,Oro,Referido,Transferencia,68.0,RegiÃ³n de Antofagasta,Norte
50652,1172,2024-08-10,Deportes,1,177913.53,0.05,Marketplace,169017.85,Valentina Fuentes,65.0,Puerto Montt,2024-11-19,Deportes,907166.0,puerto montt,Plata,Orgánico,PayPal,43.0,RegiÃ³n de Los Lagos,Sur
50653,1131,2024-10-15,Deportes,5,186821.79,0.1,Web,840698.06,Pedro Hernández,60.0,Rancagua,2022-05-20,Belleza,915469.0,rancagua,Oro,Referido,Tarjeta débito,89.0,RegiÃ³n de O'Higgins,Centro
50654,1183,2024-02-18,Tecnología,1,156822.18,0.05,Web,148981.07,Juan Hernández,24.0,Valparaíso,2022-12-15,Tecnología,871378.0,valparaiso,Oro,Orgánico,Tarjeta débito,44.0,,
50655,1040,2024-12-09,Moda,4,226653.08,0.15,Marketplace,770620.47,María Rojas,21.0,Concepción,2023-10-14,Moda,1162066.0,concepcion,Plata,Google Ads,PayPal,51.0,,
50656,1216,2024-07-10,Belleza,2,98478.73,0.0,Marketplace,196957.46,Antonia López,61.0,Concepción,2024-12-31,Deportes,754897.0,concepcion,Oro,Instagram,Tarjeta débito,85.0,,
50657,1230,2024-02-11,Tecnología,2,52165.38,0.0,Web,104330.76,Matías González,36.0,Rancagua,2024-12-10,Moda,842379.0,rancagua,Bronce,Google Ads,PayPal,43.0,RegiÃ³n de O'Higgins,Centro
50658,1070,2024-02-25,Hogar,3,243365.73,0.1,Web,657087.47,Fernanda Martínez,43.0,Valparaíso,2022-05-23,Hogar,515998.0,valparaiso,Premium,Google Ads,Transferencia,97.0,,
50659,1127,2024-10-18,Moda,3,226549.56,0.0,Web,679648.68,Juan Martínez,23.0,La Serena,2024-06-06,Hogar,1106663.0,la serena,Premium,Instagram,Tarjeta crédito,47.0,RegiÃ³n de Coquimbo,Norte
50660,1235,2024-08-16,Hogar,5,187983.35,0.0,Marketplace,939916.75,Daniela Díaz,23.0,La Serena,2022-09-24,Belleza,432644.0,la serena,Oro,Facebook,Transferencia,49.0,RegiÃ³n de Coquimbo,Norte
50661,1021,2024-08-21,Libros,2,14263.62,0.05,Marketplace,27100.88,Vicente López,50.0,Santiago,2024-10-20,Libros,606402.0,santiago,Bronce,Google Ads,Transferencia,59.0,RegiÃ³n Metropolitana,Centro
50662,1241,2024-06-21,Moda,4,74336.45,0.15,App,252743.93,Antonia Silva,62.0,Concepción,2022-02-23,Tecnología,738724.0,concepcion,Plata,Google Ads,PayPal,68.0,,
50663,1199,2024-02-13,Belleza,5,100840.06,0.15,App,428570.26,Fernanda Sepúlveda,42.0,Valparaíso,2023-08-23,Hogar,1071786.0,valparaiso,Oro,Facebook,Tarjeta crédito,78.0,,
50664,1218,2024-08-06,Belleza,5,91158.99,0.2,Marketplace,364635.96,Pedro Fuentes,46.0,Valparaíso,2022-12-18,Deportes,998991.0,valparaiso,Bronce,Instagram,Transferencia,92.0,,
50665,1034,2024-08-03,Belleza,3,22516.69,0.15,App,57417.56,Pedro Contreras,62.0,Puerto Montt,2022-04-16,Hogar,512934.0,puerto montt,Oro,Referido,PayPal,96.0,RegiÃ³n de Los Lagos,Sur
50666,1290,2024-10-15,Tecnología,4,29313.16,0.1,Web,105527.38,Juan Muñoz,61.0,Temuco,2024-01-09,Moda,1454444.0,temuco,Bronce,Referido,PayPal,66.0,RegiÃ³n de La AraucanÃ­a,Sur
50667,1236,2024-05-05,Deportes,1,214623.73,0.0,Web,214623.73,Juan Torres,69.0,Antofagasta,2022-08-19,Libros,465046.0,antofagasta,Bronce,Instagram,Transferencia,82.0,RegiÃ³n de Antofagasta,Norte
50668,1107,2024-03-08,Belleza,3,81348.01,0.1,Marketplace,219639.63,Fernanda Rojas,29.0,Valparaíso,2024-05-02,Hogar,569361.0,valparaiso,Bronce,Instagram,PayPal,52.0,,
50669,1094,2024-01-31,Deportes,4,202218.62,0.0,App,808874.48,Valentina Muñoz,58.0,La Serena,2024-07-04,Hogar,933999.0,la serena,Premium,Facebook,Tarjeta crédito,71.0,RegiÃ³n de Coquimbo,Norte
50670,1119,2024-10-19,Deportes,2,12484.24,0.05,Marketplace,23720.06,Fernanda Sepúlveda,39.0,Rancagua,2023-08-17,Hogar,845233.0,rancagua,Plata,Facebook,Transferencia,97.0,RegiÃ³n de O'Higgins,Centro
50671,1261,2024-12-28,Belleza,2,127818.63,0.05,App,242855.4,Diego Pérez,27.0,La Serena,2023-03-22,Tecnología,889303.0,la serena,Premium,Instagram,PayPal,53.0,RegiÃ³n de Coquimbo,Norte
50672,1046,2024-12-10,Tecnología,2,104946.16,0.0,Web,209892.32,Sofía Fuentes,59.0,Temuco,2022-05-10,Belleza,907150.0,temuco,Oro,Google Ads,Tarjeta crédito,83.0,RegiÃ³n de La AraucanÃ­a,Sur
50673,1061,2024-09-10,Moda,1,39855.23,0.1,App,35869.71,María Sepúlveda,42.0,Antofagasta,2024-08-16,Belleza,400869.0,antofagasta,Bronce,Google Ads,PayPal,70.0,RegiÃ³n de Antofagasta,Norte
50674,1108,2024-06-10,Hogar,1,125065.55,0.05,App,118812.27,Valentina Muñoz,62.0,Valparaíso,2024-03-19,Belleza,691047.0,valparaiso,Plata,Instagram,Tarjeta débito,56.0,,
50675,1044,2024-05-18,Libros,5,80801.41,0.15,App,343405.99,Matías Hernández,60.0,Valparaíso ,2024-03-29,Libros,954839.0,valparaiso,Bronce,Instagram,Tarjeta débito,54.0,,
50676,1205,2024-03-05,Tecnología,5,126852.41,0.0,Marketplace,634262.05,Daniela Morales,31.0,Antofagasta,2023-02-24,Hogar,724899.0,antofagasta,Premium,Facebook,PayPal,43.0,RegiÃ³n de Antofagasta,Norte
50677,1161,2024-06-30,Libros,4,58012.4,0.05,Web,220447.12,Vicente Torres,45.0,Antofagasta,2023-01-20,Moda,1276579.0,antofagasta,Oro,Facebook,Tarjeta crédito,95.0,RegiÃ³n de Antofagasta,Norte
50678,1070,2024-02-17,Libros,1,161199.97,0.05,Web,153139.97,Fernanda Martínez,43.0,Valparaíso,2022-05-23,Hogar,515998.0,valparaiso,Premium,Google Ads,Transferencia,97.0,,
50679,1074,2024-09-01,Deportes,3,143041.13,0.15,Web,364754.88,Sofía Torres,64.0,Santiago,2024-11-29,Moda,1020788.0,santiago,Oro,Referido,Tarjeta débito,97.0,RegiÃ³n Metropolitana,Centro
50680,1104,2024-04-19,Moda,1,184597.39,0.15,Marketplace,156907.78,Juan Rodríguez,45.0,Santiago,2023-08-10,Hogar,680194.0,santiago,Bronce,Orgánico,Tarjeta débito,84.0,RegiÃ³n Metropolitana,Centro
50681,1224,2024-03-13,Belleza,3,223565.86,0.0,Marketplace,670697.58,Juan Hernández,62.0,Puerto Montt,2023-04-23,Deportes,1018051.0,puerto montt,Plata,Instagram,Transferencia,44.0,RegiÃ³n de Los Lagos,Sur
50682,1087,2024-01-31,Deportes,2,155425.23,0.15,Marketplace,264222.89,Vicente López,27.0,La Serena,2022-08-15,Hogar,911575.0,la serena,Plata,Facebook,Transferencia,62.0,RegiÃ³n de Coquimbo,Norte
50683,1265,2024-02-03,Moda,5,134224.84,0.0,App,671124.2,Tomás González,64.0,Temuco,2023-06-15,Hogar,684846.0,temuco,Premium,Instagram,Tarjeta crédito,49.0,RegiÃ³n de La AraucanÃ­a,Sur
50684,1281,2024-03-05,Moda,3,42417.01,0.2,Marketplace,101800.82,Sofía Morales,35.0,Valparaíso,2022-11-17,Libros,972902.0,valparaiso,Premium,Facebook,PayPal,70.0,,
50685,1287,2024-12-06,Libros,4,144260.33,0.0,App,577041.32,María González,63.0,,2023-04-13,Moda,762715.0,,Plata,Referido,PayPal,99.0,,
50686,1158,2024-09-18,Deportes,4,74757.48,0.0,Marketplace,299029.92,Vicente González,34.0,santiago,2024-06-14,Tecnología,948531.0,santiago,Premium,Google Ads,Transferencia,89.0,RegiÃ³n Metropolitana,Centro
50687,1246,2024-08-09,Tecnología,5,29162.55,0.0,Marketplace,145812.75,Valentina Muñoz,62.0,La Serena,2024-03-02,Libros,854212.0,la serena,premium,Orgánico,PayPal,60.0,RegiÃ³n de Coquimbo,Norte
50688,1257,2024-08-13,Hogar,4,174134.04,0.0,App,696536.16,Daniela Díaz,54.0,Santiago,2023-10-10,Belleza,532963.0,santiago,Oro,Orgánico,PayPal,45.0,RegiÃ³n Metropolitana,Centro
50689,1232,2024-11-16,Libros,4,189048.98,0.2,App,604956.74,Javiera Hernández,47.0,Santiago,2024-11-22,Tecnología,607014.0,santiago,Plata,Google Ads,PayPal,91.0,RegiÃ³n Metropolitana,Centro
50690,1105,2024-04-20,Deportes,4,52523.08,0.05,App,199587.7,Diego Torres,36.0,Concepción,2024-03-19,Tecnología,335011.0,concepcion,Plata,Facebook,Tarjeta débito,68.0,,
50691,1289,2024-06-16,Libros,5,167796.59,0.1,App,755084.66,Vicente Rodríguez,43.0,Valparaíso,2024-11-20,Hogar,567161.0,valparaiso,Premium,Referido,Transferencia,72.0,,
50692,1156,2024-08-19,Deportes,3,95616.33,0.15,Marketplace,243821.64,Juan Pérez,32.0,La Serena,2022-06-28,Libros,556905.0,la serena,Premium,Facebook,Tarjeta crédito,84.0,RegiÃ³n de Coquimbo,Norte
50693,1170,2024-04-24,Deportes,5,67882.31,0.0,App,339411.55,Valentina Sepúlveda,53.0,Rancagua,2023-11-11,Tecnología,1009803.0,rancagua,Premium,Google Ads,Transferencia,50.0,RegiÃ³n de O'Higgins,Centro
50694,1012,2024-02-09,Libros,2,154258.37,0.05,App,293090.9,Tomás Pérez,31.0,Temuco,2024-11-03,Libros,300000.0,temuco,Oro,Instagram,Transferencia,63.0,RegiÃ³n de La AraucanÃ­a,Sur
50695,1197,2024-03-23,Tecnología,5,83882.23,0.0,App,419411.15,Benjamín Martínez,38.0,La Serena,2023-07-19,Moda,634631.0,la serena,Premium,Instagram,Tarjeta crédito,76.0,RegiÃ³n de Coquimbo,Norte
50696,1297,2024-12-03,Moda,4,46755.69,0.15,Marketplace,158969.35,Diego Rojas,49.0,La Serena,2023-03-20,Belleza,1033414.0,la serena,Oro,Google Ads,Transferencia,42.0,RegiÃ³n de Coquimbo,Norte
50697,1032,2024-02-09,Libros,5,81074.24,0.0,App,405371.2,Diego Hernández,61.0,Concepción,2022-01-16,Hogar,979216.0,concepcion,Bronce,Orgánico,Tarjeta débito,81.0,,
50698,1142,2024-11-02,Moda,3,106593.86,0.05,App,303792.5,María Soto,39.0,Temuco,2024-06-23,Deportes,862561.0,temuco,Premium,Facebook,Tarjeta débito,61.0,RegiÃ³n de La AraucanÃ­a,Sur
50699,1221,2024-08-14,Tecnología,4,180667.28,0.15,Marketplace,614268.75,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50700,1236,2024-05-11,Tecnología,1,235613.96,0.0,Web,235613.96,Juan Torres,69.0,Antofagasta,2022-08-19,Libros,465046.0,antofagasta,Bronce,Instagram,Transferencia,82.0,RegiÃ³n de Antofagasta,Norte
50701,1066,2024-08-24,Belleza,2,15695.36,0.0,Web,31390.72,Fernanda Soto,20.0,Antofagasta,2022-05-02,Belleza,914131.0,antofagasta,Premium,Orgánico,Tarjeta crédito,84.0,RegiÃ³n de Antofagasta,Norte
50702,1040,2024-03-19,Deportes,3,181954.72,0.0,App,545864.16,María Rojas,21.0,Concepción,2023-10-14,Moda,1162066.0,concepcion,Plata,Google Ads,PayPal,51.0,,
50703,1009,2024-10-15,Tecnología,1,9037.76,0.15,Marketplace,7682.1,Camila Hernández,19.0,Rancagua,2022-01-22,Hogar,1065205.0,rancagua,Plata,Google Ads,Transferencia,80.0,RegiÃ³n de O'Higgins,Centro
50704,1288,2024-12-24,Tecnología,4,138370.33,0.15,Web,470459.12,Valentina Rojas,,Antofagasta,2022-06-11,Moda,826286.0,antofagasta,Bronce,Referido,Transferencia,,RegiÃ³n de Antofagasta,Norte
50705,1132,2024-03-14,Libros,5,119678.82,0.15,Web,508634.99,Antonia Pérez,56.0,Puerto Montt,2022-11-18,Tecnología,1042131.0,puerto montt,Plata,Facebook,PayPal,64.0,RegiÃ³n de Los Lagos,Sur
50706,1221,2024-01-13,Deportes,4,5610.63,0.05,Web,21320.39,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50707,1093,2024-04-07,Tecnología,2,14184.98,0.2,Web,22695.97,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0,concepcion,Oro,Facebook,Tarjeta crédito,89.0,,
50708,1143,2024-10-25,Belleza,1,243416.83,0.05,App,231245.99,María Martínez,39.0,La Serena,2022-02-09,Tecnología,849731.0,la serena,Plata,Facebook,PayPal,86.0,RegiÃ³n de Coquimbo,Norte
50709,1059,2024-11-14,Moda,3,179493.75,0.1,Web,484633.12,Vicente González,30.0,,2023-07-03,Libros,743349.0,,Plata,Facebook,PayPal,,,
50710,1024,2024-08-12,Hogar,1,193176.96,0.2,App,154541.57,María Díaz,50.0,Rancagua,2022-01-25,Deportes,935175.0,rancagua,Bronce,Orgánico,Tarjeta débito,98.0,RegiÃ³n de O'Higgins,Centro
50711,1181,2024-01-23,Libros,2,222850.79,0.1,Marketplace,401131.42,María González,29.0,Antofagasta,2023-08-13,Belleza,528347.0,antofagasta,Plata,Instagram,Tarjeta débito,89.0,RegiÃ³n de Antofagasta,Norte
50712,1024,2024-01-29,Moda,4,94668.58,0.15,App,321873.17,María Díaz,50.0,Rancagua,2022-01-25,Deportes,935175.0,rancagua,Bronce,Orgánico,Tarjeta débito,98.0,RegiÃ³n de O'Higgins,Centro
50713,1105,2024-07-03,Tecnología,4,14100.32,0.05,Web,53581.22,Diego Torres,36.0,Concepción,2024-03-19,Tecnología,335011.0,concepcion,Plata,Facebook,Tarjeta débito,68.0,,
50714,1255,2024-09-20,Deportes,2,156215.72,0.15,Web,265566.72,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0,puerto montt,Plata,Referido,Tarjeta crédito,88.0,RegiÃ³n de Los Lagos,Sur
50715,1148,2024-11-09,Moda,2,36065.0,0.0,App,72130.0,Tomás Soto,61.0,,2024-01-18,Libros,452063.0,,Oro,Instagram,Transferencia,55.0,,
50716,1147,2024-11-07,Hogar,3,119064.31,0.0,Marketplace,357192.93,Tomás Silva,41.0,Puerto Montt,2024-07-10,Tecnología,579874.0,puerto montt,Plata,Facebook,Tarjeta crédito,59.0,RegiÃ³n de Los Lagos,Sur
50717,1157,2024-08-16,Tecnología,2,246258.46,0.15,App,418639.38,Camila Soto,18.0,Puerto Montt,2022-01-04,Deportes,835644.0,puerto montt,Bronce,Instagram,Tarjeta crédito,97.0,RegiÃ³n de Los Lagos,Sur
50718,1270,2024-04-11,Tecnología,4,15724.71,0.0,Marketplace,62898.84,Benjamín López,42.0,Rancagua,2023-06-16,Moda,479034.0,rancagua,Premium,Referido,PayPal,92.0,RegiÃ³n de O'Higgins,Centro
50719,1187,2024-04-05,Belleza,1,20223.85,0.15,Web,17190.27,Sofía Contreras,50.0,Santiago,2022-08-08,Tecnología,1085456.0,santiago,Bronce,Referido,Transferencia,55.0,RegiÃ³n Metropolitana,Centro
50720,1252,2024-11-24,Tecnología,2,93868.5,0.05,Marketplace,178350.15,Matías Díaz,69.0,Temuco,2024-02-24,Libros,1039644.0,temuco,Premium,Instagram,Tarjeta crédito,60.0,RegiÃ³n de La AraucanÃ­a,Sur
50721,1244,2024-10-25,Belleza,4,136225.47,0.15,Marketplace,463166.6,Antonia Fuentes,64.0,Temuco,2023-09-16,Deportes,955858.0,temuco,Premium,Google Ads,Transferencia,58.0,RegiÃ³n de La AraucanÃ­a,Sur
50722,1228,2024-12-01,Moda,3,134512.03,0.05,Web,383359.29,Matías Martínez,26.0,Valparaíso,2024-02-23,tecnologia,944883.0,valparaiso,Bronce,Facebook,Tarjeta débito,95.0,,
50723,1268,2024-10-04,Belleza,5,145592.78,0.0,App,727963.9,Juan Rodríguez,31.0,Rancagua,2024-10-27,Belleza,1419275.0,rancagua,Bronce,Orgánico,Transferencia,76.0,RegiÃ³n de O'Higgins,Centro
50724,1095,2024-01-05,Deportes,3,141153.83,0.1,Marketplace,381115.34,Diego López,66.0,Santiago,2022-06-02,Belleza,1229317.0,santiago,Plata,Facebook,Transferencia,63.0,RegiÃ³n Metropolitana,Centro
50725,1119,2024-05-04,Hogar,4,76918.08,0.2,App,246137.86,Fernanda Sepúlveda,39.0,Rancagua,2023-08-17,Hogar,845233.0,rancagua,Plata,Facebook,Transferencia,97.0,RegiÃ³n de O'Higgins,Centro
50726,1221,2024-05-04,Hogar,4,146872.17,0.0,Marketplace,587488.68,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0,santiago,Oro,Orgánico,PayPal,82.0,RegiÃ³n Metropolitana,Centro
50727,1046,2024-01-07,Belleza,2,108729.64,0.0,Marketplace,217459.28,Sofía Fuentes,59.0,Temuco,2022-05-10,Belleza,907150.0,temuco,Oro,Google Ads,Tarjeta crédito,83.0,RegiÃ³n de La AraucanÃ­a,Sur
50728,1211,2024-03-07,Hogar,2,121490.46,0.1,App,218682.83,Daniela González,33.0,Temuco,2023-08-08,Deportes,753326.0,temuco,Plata,Orgánico,Tarjeta crédito,78.0,RegiÃ³n de La AraucanÃ­a,Sur
50729,1161,2024-07-25,Libros,5,143845.42,0.1,Web,647304.39,Vicente Torres,45.0,Antofagasta,2023-01-20,Moda,1276579.0,antofagasta,Oro,Facebook,Tarjeta crédito,95.0,RegiÃ³n de Antofagasta,Norte
50730,1046,2024-04-23,Libros,5,9812.4,0.0,Marketplace,49062.0,Sofía Fuentes,59.0,Temuco,2022-05-10,Belleza,907150.0,temuco,Oro,Google Ads,Tarjeta crédito,83.0,RegiÃ³n de La AraucanÃ­a,Sur
50731,1077,2024-02-09,Belleza,3,166060.2,0.2,App,398544.48,Tomás Muñoz,25.0,Rancagua,2023-04-15,Moda,1128391.0,rancagua,Plata,Instagram,Transferencia,89.0,RegiÃ³n de O'Higgins,Centro
50732,1129,2024-06-04,Libros,1,15319.36,0.05,Marketplace,14553.39,Javiera Contreras,53.0,Puerto Montt,2023-02-20,Hogar,562333.0,puerto montt,Premium,Orgánico,PayPal,90.0,RegiÃ³n de Los Lagos,Sur
50733,1101,2024-12-12,Tecnología,2,239801.38,0.0,Web,479602.76,Pedro Hernández,,Antofagasta,2024-10-03,Libros,655427.0,antofagasta,Plata,Instagram,Tarjeta débito,94.0,RegiÃ³n de Antofagasta,Norte
50734,1157,2024-08-19,Hogar,5,27012.48,0.1,Web,121556.16,Camila Soto,18.0,Puerto Montt,2022-01-04,Deportes,835644.0,puerto montt,Bronce,Instagram,Tarjeta crédito,97.0,RegiÃ³n de Los Lagos,Sur
50735,1053,2024-03-28,Belleza,3,17061.27,0.15,App,43506.24,Fernanda Torres,29.0,Antofagasta,2024-10-24,Deportes,910291.0,antofagasta,Plata,Orgánico,Tarjeta débito,76.0,RegiÃ³n de Antofagasta,Norte
