id_transaccion,id_cliente,fecha_transaccion,categoria_producto,cantidad,precio_unitario,descuento_pct,canal_venta,monto_compra,nombre,edad,ciudad,fecha_registro,categoria_favorita,ingreso_estimado
50381,1262,2024-01-23,Deportes,5,130064.96,0.05,Marketplace,617808.56,María Silva,36.0,Valparaíso,2024-06-10,Belleza,456539.0
50382,1140,2024-01-19,Hogar,5,183950.02,0.0,Web,919750.1,María Silva,60.0,Puerto Montt,2022-06-30,Belleza,714512.0
50383,1263,2024-07-25,Moda,3,173839.47,,App,443290.65,Matías López,52.0,Puerto Montt,2024-10-02,Deportes,954251.0
50384,1286,2024-05-25,Deportes,5,148849.15,0.1,Marketplace,669821.18,Camila Soto,35.0,Antofagasta,2023-01-02,Deportes,1119277.0
50385,1273,2024-05-27,Libros,4,121763.18,0.1,Marketplace,438347.45,Juan Torres,18.0,Puerto Montt,2022-11-14,Deportes,1161524.0
50386,1211,2024-04-01,Deportes,1,162599.79,0.0,App,162599.79,Daniela González,33.0,Temuco,2023-08-08,Deportes,753326.0
50387,1034,2024-06-04,Deportes,3,140489.23,0.0,Marketplace,421467.69,Pedro Contreras,62.0,Puerto Montt,2022-04-16,Hogar,512934.0
50388,1046,2024-04-17,Deportes,3,86144.42,0.1,Web,232589.93,Sofía Fuentes,59.0,Temuco,2022-05-10,Belleza,907150.0
50389,1007,2024-03-10,Moda,5,56923.23,0.1,Marketplace,256154.54,Pedro Martínez,19.0,Antofagasta,2023-04-14,Tecnología,983762.0
50390,1210,2024-02-24,Hogar,5,96058.57,0.2,App,384234.28,Catalina Muñoz,20.0,Rancagua,2023-05-28,Moda,541942.0
50391,1068,2024-01-15,Deportes,1,111682.49,0.0,Marketplace,111682.49,Benjamín Hernández,56.0,Concepción,2024-02-04,Belleza,1158712.0
50392,1094,2024-10-01,Moda,1,116563.69,0.0,Web,116563.69,Valentina Muñoz,58.0,La Serena,2024-07-04,Hogar,933999.0
50393,1195,2024-04-06,Belleza,2,12967.11,0.2,App,20747.38,Javiera Fuentes,59.0,Valparaíso,2024-07-30,Moda,1247554.0
50394,1080,2024-05-04,Moda,4,239714.08,0.2,Marketplace,767085.06,María Silva,29.0,Antofagasta,2023-03-13,Moda,815919.0
50395,1083,2024-09-16,Hogar,2,170345.44,0.1,Web,306621.79,Catalina Morales,61.0,Valparaíso,2024-12-26,Moda,979353.0
50396,1270,2024-04-14,Libros,2,62219.13,0.05,Web,118216.35,Benjamín López,42.0,Rancagua,2023-06-16,Moda,479034.0
50397,1219,2024-07-01,Libros,5,87709.27,0.05,Web,416619.03,Vicente Soto,48.0,La Serena,2022-03-06,Libros,1129704.0
50398,1129,2024-11-22,Belleza,4,196060.61,0.1,Web,705818.2,Javiera Contreras,53.0,Puerto Montt,2023-02-20,Hogar,562333.0
50399,1238,2024-12-26,Moda,1,154111.5,0.1,App,138700.35,Valentina Fuentes,,Rancagua,2022-08-01,Belleza,714407.0
50400,1094,2024-08-04,Moda,5,176855.68,0.1,Web,795850.56,Valentina Muñoz,58.0,La Serena,2024-07-04,Hogar,933999.0
50401,1264,2024-06-20,Tecnología,2,44972.51,0.15,App,76453.27,Benjamín Pérez,23.0,Valparaíso,2023-05-21,Libros,438078.0
50402,1098,2024-01-16,Belleza,3,162745.15,0.0,App,488235.45,Juan Hernández,19.0,Concepción,2022-08-11,Tecnología,978514.0
50403,1221,2024-07-22,Belleza,3,23856.93,0.15,Marketplace,60835.17,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0
50404,1249,2024-05-27,Tecnología,1,196175.09,0.2,Marketplace,156940.07,Camila Díaz,66.0,Valparaíso,2023-04-28,Moda,1174207.0
50405,1242,2024-12-10,Libros,4,195997.27,0.05,Web,744789.63,Vicente González,29.0,Antofagasta,2023-11-20,Tecnología,728234.0
50406,1175,2024-04-09,Tecnología,1,126719.55,0.15,Web,107711.62,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0
50407,1213,2024-10-03,Tecnología,2,106805.07,0.1,Marketplace,192249.13,Juan Morales,64.0,Puerto Montt,2023-01-30,Hogar,641985.0
50408,1255,2024-04-09,Hogar,1,243283.5,0.0,App,243283.5,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0
50409,1103,2024-01-13,Deportes,2,162914.88,0.05,Marketplace,309538.27,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0
50410,1202,2024-11-30,Hogar,1,23176.67,0.05,Web,22017.84,Antonia Morales,60.0,Concepción,2022-02-02,Belleza,756005.0
50411,1189,2024-09-13,Libros,3,174969.89,0.0,App,524909.67,Sofía Muñoz,23.0,Antofagasta,2022-04-04,Belleza,953691.0
50412,1300,2024-08-02,Tecnología,1,46635.85,0.0,Marketplace,46635.85,Antonia Silva,40.0,Santiago,2023-01-19,Moda,1039059.0
50413,1114,2024-05-30,Moda,3,232487.25,0.05,App,662588.66,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0
50414,1064,2024-05-06,Belleza,4,72499.87,0.05,App,275499.51,Pedro Contreras,60.0,Antofagasta,2023-08-27,Deportes,675492.0
50415,1179,2024-06-05,Tecnología,3,56978.94,0.1,Web,153843.14,Diego Contreras,58.0,Valparaíso,2024-03-14,Hogar,472495.0
50416,1047,2024-12-22,Hogar,1,60826.99,0.05,App,57785.64,Catalina Muñoz,57.0,Concepción,2024-01-09,Moda,835300.0
50417,1057,2024-11-11,Moda,2,175708.9,,Marketplace,316276.02,Tomás Hernández,40.0,La Serena,2023-10-06,Tecnología,569729.0
50418,1001,2024-02-25,tecnologia,4,169640.18,0.0,Marketplace,678560.72,Diego Pérez,41.0,Puerto Montt,2023-08-28,Libros,650235.0
50419,1018,2024-09-27,Deportes,2,132290.54,0.0,Web,264581.08,Daniela Rodríguez,32.0,La Serena,2023-12-01,Moda,881616.0
50420,1049,2024-06-21,Deportes,5,23559.48,0.05,App,111907.53,Daniela Hernández,42.0,Valparaíso,2024-04-15,moda ,981227.0
50421,1208,2024-10-31,Libros,1,230891.98,0.15,Marketplace,196258.18,Catalina Hernández,69.0,Concepción,2022-01-15,Libros,963387.0
50422,1005,2024-08-19,Tecnología,1,16342.72,0.0,Web,16342.72,Camila Hernández,24.0,La Serena,2023-07-05,Belleza,696195.0
50423,1084,2024-05-24,Tecnología,3,20391.2,0.2,Web,48938.88,Matías Torres,59.0,La Serena,2022-01-30,Deportes,751245.0
50424,1286,2024-11-05,Hogar,1,70194.15,0.1,App,63174.73,Camila Soto,35.0,Antofagasta,2023-01-02,Deportes,1119277.0
50425,1216,2024-10-03,Hogar,3,77817.44,0.0,Web,233452.32,Antonia López,61.0,Concepción,2024-12-31,Deportes,754897.0
50426,1069,2024-11-14,Libros,5,104645.52,0.1,Marketplace,470904.84,Sofía Díaz,65.0,Puerto Montt,2024-02-16,Tecnología,1253198.0
50427,1103,2024-07-11,Moda,4,77221.71,0.0,App,308886.84,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0
50428,1262,2024-11-21,Libros,3,31602.08,0.1,Marketplace,85325.62,María Silva,36.0,Valparaíso,2024-06-10,Belleza,456539.0
50429,1138,2024-05-18,Moda,3,9536.34,0.15,Web,24317.67,Benjamín Torres,36.0,La Serena,2024-08-03,Belleza,1015709.0
50430,1104,2024-09-30,Hogar,1,233464.55,0.05,Web,221791.32,Juan Rodríguez,45.0,Santiago,2023-08-10,Hogar,680194.0
50431,1126,2024-09-30,Deportes,4,72046.44,0.1,Web,259367.18,Antonia Muñoz,22.0,Antofagasta,2023-01-11,Belleza,764214.0
50432,1009,2024-07-22,Tecnología,4,40953.82,0.0,Marketplace,163815.28,Camila Hernández,19.0,Rancagua,2022-01-22,Hogar,1065205.0
50433,1118,2024-11-24,Tecnología,4,238203.59,0.0,Marketplace,952814.36,Valentina Martínez,52.0,Antofagasta,2024-08-30,Moda,1020658.0
50434,1187,2024-04-07,Libros,3,176838.95,0.0,Web,530516.85,Sofía Contreras,50.0,Santiago,2022-08-08,Tecnología,1085456.0
50435,1294,2024-11-30,Hogar,4,15025.45,0.05,Web,57096.71,Diego Martínez,,Santiago,2024-11-13,Libros,855625.0
50436,1191,2024-12-19,Deportes,2,110848.03,0.05,App,210611.26,Sofía Díaz,35.0,Antofagasta,2022-05-04,Moda,612677.0
50437,1020,2024-12-22,Belleza,1,150762.98,0.2,App,120610.38,María Muñoz,29.0,Puerto Montt,2023-11-22,Belleza,1407094.0
50438,1010,2024-01-19,Moda,4,117263.91,0.05,Marketplace,445602.86,Javiera Morales,58.0,Temuco,2023-02-20,Libros,1043161.0
50439,1153,2024-07-22,Libros,1,213524.22,0.1,App,192171.8,María López,22.0,Antofagasta,2022-09-28,Hogar,845337.0
50440,1103,2024-07-22,Tecnología,3,246969.64,0.0,Marketplace,740908.92,Pedro Soto,61.0,La Serena,2023-02-04,Belleza,730400.0
50441,1291,2024-10-09,Moda,2,199142.04,0.0,Web,398284.08,Diego Fuentes,44.0,Santiago,2022-11-29,Moda,643662.0
50442,1299,2024-09-01,Tecnología,4,164923.13,0.0,App,659692.52,Valentina Morales,31.0,Valparaíso,2023-01-31,Hogar,300000.0
50443,1100,2024-07-30,Hogar,3,219181.15,0.05,Web,624666.28,Benjamín González,33.0,Valparaíso,2024-09-24,Moda,676564.0
50444,1278,2024-12-30,Moda,1,135828.59,0.0,App,135828.59,Matías Hernández,62.0,Concepción,2024-12-27,Belleza,1412123.0
50445,1239,2024-12-02,Deportes,4,231011.6,0.1,Web,831641.76,Camila Sepúlveda,33.0,Puerto Montt,2024-10-23,Deportes,989563.0
50446,1232,2024-04-04,Deportes,3,177465.9,0.0,Web,532397.7,Javiera Hernández,47.0,Santiago,2024-11-22,Tecnología,607014.0
50447,1253,2024-03-11,Deportes,1,244272.2,0.15,App,207631.37,Tomás Morales,59.0,Santiago,2024-01-19,Moda,793757.0
50448,1289,2024-10-18,Moda,5,68083.37,0.05,App,323396.01,Vicente Rodríguez,43.0,Valparaíso,2024-11-20,Hogar,567161.0
50449,1300,2024-05-10,Moda,5,129792.96,0.05,Marketplace,616516.56,Antonia Silva,40.0,Santiago,2023-01-19,Moda,1039059.0
50450,1036,2024-03-03,Belleza,1,64774.11,0.15,Web,55057.99,Fernanda Soto,25.0,Temuco,2023-07-15,Moda,947913.0
50451,1012,2024-08-09,Belleza,4,160665.92,0.1,Web,578397.31,Tomás Pérez,31.0,Temuco,2024-11-03,Libros,300000.0
50452,1197,2024-07-02,Deportes,2,75608.95,0.1,Web,136096.11,Benjamín Martínez,38.0,La Serena,2023-07-19,Moda,634631.0
50453,1035,2024-12-18,Moda,4,82159.52,0.0,Web,328638.08,Valentina Rodríguez,63.0,Rancagua,2024-02-20,Hogar,1011285.0
50454,1152,2024-04-03,Libros,3,154847.85,0.1,App,418089.2,Valentina Rodríguez,28.0,Temuco,2023-10-15,Libros,798818.0
50455,1289,2024-04-11,Hogar,2,155876.04,0.15,App,264989.27,Vicente Rodríguez,43.0,Valparaíso,2024-11-20,Hogar,567161.0
50456,1283,2024-05-27,Belleza,1,71764.97,0.05,Web,68176.72,Fernanda Martínez,59.0,Valparaíso,2023-02-22,Libros,820956.0
50457,1051,2024-09-12,Libros,4,24244.02,0.05,App,92127.28,Fernanda Silva,66.0,Rancagua,2023-11-01,Moda,655370.0
50458,1225,2024-01-21,Tecnología,4,131323.89,0.05,Web,499030.78,Antonia Morales,66.0,Rancagua,2022-05-22,Tecnología,845833.0
50459,1025,2024-05-22,Moda,1,94750.43,0.0,Marketplace,94750.43,Antonia Fuentes,18.0,Santiago,2023-05-09,Hogar,1100862.0
50460,1061,2024-08-03,Belleza,2,247099.04,0.05,Marketplace,469488.18,María Sepúlveda,42.0,Antofagasta,2024-08-16,Belleza,400869.0
50461,1212,2024-11-04,Moda,4,221846.01,0.15,Marketplace,754276.43,Daniela Soto,35.0,Antofagasta,2024-09-08,Moda,400040.0
50462,1041,2024-08-04,Hogar,5,245707.29,0.05,Marketplace,1167109.63,Sofía Martínez,66.0,Temuco,2022-05-04,Tecnología,664374.0
50463,1157,2024-12-29,Tecnología,4,32501.56,0.05,App,123505.93,Camila Soto,18.0,Puerto Montt,2022-01-04,Deportes,835644.0
50464,1035,2024-07-25,Moda,1,229749.97,0.1,Marketplace,206774.97,Valentina Rodríguez,63.0,Rancagua,2024-02-20,Hogar,1011285.0
50465,1178,2024-01-07,Hogar,3,97817.92,0.0,Marketplace,293453.76,Javiera Sepúlveda,38.0,Antofagasta,2024-01-20,Moda,972526.0
50466,1050,2024-10-25,Tecnología,4,125978.7,0.05,App,478719.06,Fernanda Pérez,45.0,,2024-08-28,Belleza,1330547.0
50467,1032,2024-05-10,Belleza,2,171802.8,0.15,Marketplace,292064.76,Diego Hernández,61.0,Concepción,2022-01-16,Hogar,979216.0
50468,1063,2024-11-08,Moda,2,5362.86,0.15,App,9116.86,Diego Rodríguez,19.0,Santiago,2024-09-28,Moda,851974.0
50469,1083,2024-04-09,Hogar,2,163508.66,0.1,Marketplace,294315.59,Catalina Morales,61.0,Valparaíso,2024-12-26,Moda,979353.0
50470,1223,2024-12-24,Hogar,3,223178.53,0.0,App,669535.59,Sofía Rojas,66.0,Valparaíso,2024-05-03,Belleza,384170.0
50471,1134,2024-03-14,Deportes,3,128556.42,0.0,Marketplace,385669.26,Vicente Muñoz,55.0,Antofagasta,2022-07-09,Deportes,787557.0
50472,1175,2024-07-31,Deportes,4,154773.17,0.0,Web,619092.68,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0
50473,1023,2024-09-18,Hogar,5,171519.03,0.05,App,814715.39,Valentina Díaz,53.0,santiago,2023-05-06,Libros,382581.0
50474,1169,2024-08-23,Hogar,4,39107.67,0.1,Marketplace,140787.61,Camila Martínez,46.0,La Serena,2023-08-06,Libros,1426539.0
50475,1016,2024-03-28,Moda,2,17249.27,0.0,App,34498.54,Tomás Sepúlveda,52.0,Puerto Montt,2022-01-23,Deportes,760815.0
50476,1138,2024-07-15,Belleza,2,59625.01,0.0,Web,119250.02,Benjamín Torres,36.0,La Serena,2024-08-03,Belleza,1015709.0
50477,1063,2024-03-20,Belleza,1,54324.63,0.05,App,51608.4,Diego Rodríguez,19.0,Santiago,2024-09-28,Moda,851974.0
50478,1065,2024-12-22,Belleza,4,164250.65,0.2,App,525602.08,Javiera Díaz,58.0,Santiago,2024-03-08,Tecnología,1396378.0
50479,1095,2024-02-23,Libros,1,194039.84,0.0,Marketplace,194039.84,Diego López,66.0,Santiago,2022-06-02,Belleza,1229317.0
50480,1244,2024-05-24,Tecnología,1,131827.3,0.05,Marketplace,125235.93,Antonia Fuentes,64.0,Temuco,2023-09-16,Deportes,955858.0
50481,1073,2024-11-11,Libros,5,228627.75,0.05,Web,1085981.81,Javiera Díaz,69.0,Temuco,2024-10-02,Hogar,881579.0
50482,1017,2024-11-13,Moda,4,107564.94,0.0,App,430259.76,Camila Silva,,Santiago,2022-02-10,Belleza,1129934.0
50483,1030,2024-08-28,Libros,4,231798.91,0.2,Web,741756.51,Daniela Rojas,62.0,Valparaíso,2024-05-17,Deportes,910769.0
50484,1218,2024-04-05,Libros,2,37622.82,0.05,Web,71483.36,Pedro Fuentes,46.0,Valparaíso,2022-12-18,Deportes,998991.0
50485,1197,2024-06-19,Libros,1,167374.06,0.15,App,142267.95,Benjamín Martínez,38.0,La Serena,2023-07-19,Moda,634631.0
50486,1019,2024-05-02,Moda,5,243056.92,0.0,Marketplace ,1215284.6,Daniela Rojas,57.0,Puerto Montt,2023-06-29,HOGAR,300000.0
50487,1249,2024-12-17,Tecnología,2,48478.19,,App,87260.74,Camila Díaz,66.0,Valparaíso,2023-04-28,Moda,1174207.0
50488,1220,2024-06-14,Moda,4,141378.93,0.15,Marketplace,480688.36,Antonia Pérez,54.0,Puerto Montt,2024-08-17,Moda,528664.0
50489,1261,2024-07-23,Tecnología,5,179804.88,0.1,Marketplace,809121.96,Diego Pérez,27.0,La Serena,2023-03-22,Tecnología,889303.0
50490,1037,2024-12-18,Libros,2,161436.36,0.0,App,322872.72,Javiera Sepúlveda,64.0,Concepción,2022-04-08,Deportes,1344679.0
50491,1089,2024-12-03,Moda,4,145567.99,0.0,App,582271.96,Fernanda González,64.0,Puerto Montt,2022-04-06,Moda,511983.0
50492,1269,2024-08-26,Libros,1,114051.27,0.0,Marketplace,114051.27,Javiera Hernández,37.0,,2022-02-07,Deportes,724369.0
50493,1029,2024-02-01,Belleza,3,147701.31,0.05,Web,420948.73,María Rojas,48.0,La Serena,2023-04-13,Moda,979401.0
50494,1045,2024-02-21,Deportes,2,17270.14,0.0,Marketplace,34540.28,María Sepúlveda,65.0,La Serena,2022-04-23,Belleza,1013193.0
50495,1252,2024-05-02,Libros,4,223455.76,0.0,Web,893823.04,Matías Díaz,69.0,Temuco,2024-02-24,Libros,1039644.0
50496,1005,2024-10-13,Belleza,5,253722.6,0.05,Web,1928291.76,Camila Hernández,24.0,La Serena,2023-07-05,Belleza,696195.0
50497,1221,2024-01-25,Moda,4,40344.02,0.0,Web,161376.08,Diego Sepúlveda,24.0,Santiago,2024-06-05,Hogar,822185.0
50498,1114,2024-01-14,Belleza,3,207974.18,0.0,Web,623922.54,Matías Hernández,23.0,Rancagua,2022-04-12,Moda,458147.0
50499,1077,2024-06-16,Deportes,1,122410.73,0.1,App,110169.66,Tomás Muñoz,25.0,Rancagua,2023-04-15,Moda,1128391.0
50500,1295,2024-08-13,Hogar,3,160722.86,0.15,Web,409843.29,Fernanda Contreras,47.0,Valparaíso,2023-12-15,Belleza,564383.0
50501,1039,2024-12-29,Moda,1,234742.23,0.05,App,223005.12,Camila López,55.0,Concepción,2022-05-15,Libros,938781.0
50502,1139,2024-11-10,Belleza,1,58368.59,0.1,Marketplace,52531.73,Sofía Contreras,52.0,Antofagasta,2022-08-09,Hogar,1156268.0
50503,1190,2024-06-20,Deportes,4,204701.42,0.15,Marketplace,695984.83,Sofía Silva,39.0,Valparaíso,2023-03-14,Tecnología,1199974.0
50504,1071,2024-04-04,Moda,2,74766.35,0.05,App,142056.06,Daniela Rodríguez,34.0,Valparaíso,2022-04-23,Deportes,851911.0
50505,1088,2024-04-18,Moda,5,7491.9,0.15,App,31840.58,Daniela López,66.0,Rancagua,2023-07-07,HOGAR,651774.0
50506,1198,2024-03-06,Deportes,4,69795.06,0.1,App,251262.22,Vicente Soto,51.0,Antofagasta,2023-01-30,Deportes,756587.0
50507,1100,2024-02-20,Tecnología,3,9909.11,0.1,Marketplace,26754.6,Benjamín González,33.0,Valparaíso,2024-09-24,Moda,676564.0
50508,1060,2024-01-21,Deportes,3,234496.91,0.0,Marketplace,703490.73,Catalina Rojas,,Rancagua,2024-12-31,Hogar,549894.0
50509,1045,2024-03-10,Tecnología,1,222855.18,0.1,App,200569.66,María Sepúlveda,65.0,La Serena,2022-04-23,Belleza,1013193.0
50510,1249,2024-08-06,Libros,5,154952.79,0.15,App,658549.36,Camila Díaz,66.0,Valparaíso,2023-04-28,Moda,1174207.0
50511,1012,2024-03-08,Belleza,5,155405.82,0.0,Web,777029.1,Tomás Pérez,31.0,Temuco,2024-11-03,Libros,300000.0
50512,1298,2024-08-07,Tecnología,4,35272.9,0.2,Web,112873.28,Camila Díaz,39.0,Valparaíso,2023-11-27,Tecnología,924876.0
50513,1171,2024-07-11,Libros,5,167395.58,0.05,Web,795129.0,Benjamín Fuentes,,Valparaíso,2024-11-01,Libros,1146286.0
50514,1175,2024-04-19,Belleza,5,13150.1,0.15,Web,55887.92,Benjamín González,37.0,La Serena,2024-10-11,Tecnología,400022.0
50515,1105,2024-09-01,Moda,2,112489.16,0.1,Marketplace,202480.49,Diego Torres,36.0,Concepción,2024-03-19,Tecnología,335011.0
50516,1214,2024-01-31,Belleza,4,73690.78,0.05,Web,280024.96,Tomás Díaz,61.0,Concepción,2023-05-23,Libros,976952.0
50517,1217,2024-11-11,Libros,3,15833.99,0.0,App,47501.97,Pedro Rodríguez,39.0,Valparaíso,2022-09-27,Moda,489906.0
50518,1128,2024-01-11,Deportes,5,40579.79,0.1,App,182609.06,María Soto,26.0,Valparaíso,2023-06-03,Deportes,983237.0
50519,1194,2024-06-11,Libros,3,68054.87,0.2,Web,163331.69,Pedro Sepúlveda,30.0,Temuco,2023-03-15,Libros,652575.0
50520,1203,2024-04-04,Moda,4,175000.8,0.0,Marketplace,700003.2,Antonia Soto,28.0,Temuco,2023-08-22,Moda,459837.0
50521,1275,2024-01-28,Tecnología,1,150505.27,0.1,Marketplace,135454.74,Valentina Rodríguez,46.0,Santiago,2023-07-26,Moda,1010844.0
50522,1049,2024-04-23,Belleza,2,130551.4,0.05,Web,248047.66,Daniela Hernández,42.0,Valparaíso,2024-04-15,moda ,981227.0
50523,1196,2024-05-15,Hogar,5,183638.22,0.05,App,872281.54,Valentina Muñoz,47.0,Rancagua,2023-09-28,Libros,1011346.0
50524,1195,2024-11-14,Hogar,5,18988.6,0.0,App,94943.0,Javiera Fuentes,59.0,Valparaíso,2024-07-30,Moda,1247554.0
50525,1005,2024-10-12,Deportes,2,181848.25,0.1,Marketplace,327326.85,Camila Hernández,24.0,La Serena,2023-07-05,Belleza,696195.0
50526,1047,2024-08-01,Tecnología,2,215783.59,0.15,App,366832.1,Catalina Muñoz,57.0,Concepción,2024-01-09,Moda,835300.0
50527,1274,2024-12-25,Hogar,4,157351.71,0.1,App,566466.16,Diego Hernández,24.0,Concepción,2022-02-15,Libros,646707.0
50528,1255,2024-09-16,Hogar,1,20026.68,0.05,Web,19025.35,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0
50529,1001,2024-12-26,Hogar,5,47922.14,0.1,Web,215649.63,Diego Pérez,41.0,Puerto Montt,2023-08-28,Libros,650235.0
50530,1065,2024-05-07,Tecnología,1,130372.04,0.2,Web,104297.63,Javiera Díaz,58.0,Santiago,2024-03-08,Tecnología,1396378.0
50531,1184,2024-05-13,Tecnología,1,152388.17,0.15,Web,129529.94,Fernanda Rojas,47.0,La Serena,2023-07-01,Moda,754003.0
50532,1182,2024-03-06,Tecnología,3,224405.01,0.15,App,572232.78,Camila Fuentes,20.0,Valparaíso,2023-01-21,Belleza,920565.0
50533,1006,2024-03-28,Moda,4,97624.92,0.1,App,351449.71,Benjamín Díaz,43.0,Concepción,2023-05-06,Deportes,300000.0
50534,1195,2024-09-03,Belleza,5,216541.25,0.1,App,974435.62,Javiera Fuentes,59.0,Valparaíso,2024-07-30,Moda,1247554.0
50535,1084,2024-03-20,Moda,5,65438.03,0.0,Web,327190.15,Matías Torres,59.0,La Serena,2022-01-30,Deportes,751245.0
50536,1284,2024-09-03,Libros,5,177503.16,0.05,App,843140.01,Tomás Sepúlveda,27.0,Concepción,2023-03-22,Hogar,1218965.0
50537,1226,2024-01-03,Libros,4,114545.01,0.15,App,389453.03,Valentina Muñoz,36.0,Santiago,2023-05-08,Moda,721566.0
50538,1093,2024-04-06,Deportes,1,239541.15,0.0,Marketplace,239541.15,Juan Pérez,36.0,Concepción,2023-06-11,Moda,1178187.0
50539,1229,2024-05-24,Moda,1,183575.66,0.0,Marketplace,183575.66,María González,25.0,Concepción,2024-09-02,Belleza,794542.0
50540,1009,2024-05-18,Tecnología,2,95427.13,0.0,Web,190854.26,Camila Hernández,19.0,Rancagua,2022-01-22,Hogar,1065205.0
50541,1099,2024-08-27,Hogar,5,232654.3,0.2,App,930617.2,Catalina González,57.0,Puerto Montt,2022-08-13,Deportes,862764.0
50542,1179,2024-09-01,Tecnología,2,59271.57,0.05,App,112615.98,Diego Contreras,58.0,Valparaíso,2024-03-14,Hogar,472495.0
50543,1253,2024-04-18,Hogar,3,7136.81,0.1,Marketplace,19269.39,Tomás Morales,59.0,Santiago,2024-01-19,Moda,793757.0
50544,1117,2024-08-29,Hogar,1,182101.09,0.0,Marketplace,182101.09,Benjamín Rodríguez,20.0,Rancagua,2023-11-10,Deportes,573014.0
50545,1033,2024-10-07,Deportes,2,39624.35,0.1,Marketplace,71323.83,Sofía Fuentes,58.0,Antofagasta,2023-10-06,Belleza,846516.0
50546,1061,2024-06-07,Moda,3,74571.83,0.0,Marketplace,223715.49,María Sepúlveda,42.0,Antofagasta,2024-08-16,Belleza,400869.0
50547,1125,2024-05-02,Belleza,1,96402.98,0.05,Marketplace,91582.83,Tomás Pérez,31.0,Santiago,2024-10-06,Tecnología,1312885.0
50548,1057,2024-06-06,Moda,2,190183.26,,App,342329.87,Tomás Hernández,40.0,La Serena,2023-10-06,Tecnología,569729.0
50549,1121,2024-06-09,Moda,2,147063.34,0.15,Marketplace,250007.68,Vicente Pérez,48.0,Santiago,2023-03-07,Tecnología,518143.0
50550,1255,2024-06-10,Moda,3,164760.26,0.0,APP,494280.78,Matías Torres,26.0,Puerto Montt,2023-11-09,Belleza,542666.0
50551,1065,2024-02-13,Libros,4,15729.76,0.05,Web,59773.09,Javiera Díaz,58.0,Santiago,2024-03-08,Tecnología,1396378.0
50552,1038,2024-11-06,Moda,4,52056.17,0.15,Web,176990.98,Camila Fuentes,66.0,Santiago,2023-09-20,Hogar,780254.0
50553,1224,2024-03-21,Belleza,5,231354.05,0.05,App,1098931.74,Juan Hernández,62.0,Puerto Montt,2023-04-23,Deportes,1018051.0
50554,1134,2024-07-11,Belleza,3,30184.69,0.05,Web,86026.37,Vicente Muñoz,55.0,Antofagasta,2022-07-09,Deportes,787557.0
50555,1113,2024-01-07,Libros,4,103684.25,0.05,Web,394000.15,Matías Martínez,21.0,La Serena,2022-08-02,Tecnología,965100.0
50556,1049,2024-01-20,Belleza,4,203775.74,0.2,App,652082.37,Daniela Hernández,42.0,Valparaíso,2024-04-15,moda ,981227.0
50557,1254,2024-02-29,Deportes,3,240081.57,0.0,App,720244.71,Daniela Pérez,,Antofagasta,2022-03-07,Belleza,933244.0
50558,1003,2024-01-31,Tecnología,5,157680.27,0.0,App,788401.35,Sofía Sepúlveda,59.0,Antofagasta,2024-01-22,Belleza,1255397.0
50559,1297,2024-07-19,Tecnología,2,180846.38,0.0,App,361692.76,Diego Rojas,49.0,La Serena,2023-03-20,Belleza,1033414.0
50560,1187,2024-11-03,Moda,3,105073.2,0.1,Web,283697.64,Sofía Contreras,50.0,Santiago,2022-08-08,Tecnología,1085456.0
50561,1125,2024-01-03,Belleza,5,100873.88,0.1,Marketplace,453932.46,Tomás Pérez,31.0,Santiago,2024-10-06,Tecnología,1312885.0
50562,1079,2024-05-08,Moda,5,168698.19,0.1,Marketplace,759141.86,Antonia Díaz,41.0,La Serena,2024-11-18,Libros,1195827.0
50563,1232,2024-06-10,Moda,3,207954.94,0.05,Marketplace,592671.58,Javiera Hernández,47.0,Santiago,2024-11-22,Tecnología,607014.0
50564,1031,2024-03-23,Tecnología,4,229455.46,0.15,Web,780148.56,Diego Hernández,19.0,Antofagasta,2023-02-24,Belleza,1018565.0
50565,1187,2024-06-06,Tecnología,4,52969.51,0.0,App,211878.04,Sofía Contreras,50.0,Santiago,2022-08-08,Tecnología,1085456.0
50566,1061,2024-07-26,Moda,4,102763.86,0.05,Marketplace,390502.67,María Sepúlveda,42.0,Antofagasta,2024-08-16,Belleza,400869.0
50567,1271,2024-09-22,Tecnología,3,8910.53,0.1,Marketplace,24058.43,Vicente Rodríguez,24.0,Concepción,2022-08-17,Deportes,840419.0
50568,1040,2024-05-12,Hogar,1,95261.82,0.2,Web,76209.46,María Rojas,21.0,Concepción,2023-10-14,Moda,1162066.0
50569,1113,2024-09-23,Tecnología,4,187043.83,0.15,APP,635949.02,Matías Martínez,21.0,La Serena,2022-08-02,Tecnología,965100.0
50570,1229,2024-02-01,Libros,2,14915.55,0.05,Web,28339.54,María González,25.0,Concepción,2024-09-02,Belleza,794542.0
