id_transaccion,id_cliente,fecha_transaccion,fecha_registro,nombre,edad,grupo_edad,ciudad,region,macrozona,segmento_cliente,canal_adquisicion,canal_venta,categoria_producto,categoria_favorita,cantidad,precio_unitario,descuento_pct,monto_bruto,monto_descuento,monto_compra,ingreso_estimado,score_fidelizacion,nivel_fidelizacion,total_transacciones,gasto_total_cliente,ticket_promedio_cliente,cantidad_total_productos,descuento_promedio_cliente,score_fidelizacion_promedio,ciudad_normalizada,metodo_pago_preferido,outlier_precio_unitario_iqr,outlier_precio_unitario_zscore,outlier_monto_compra_iqr,outlier_monto_compra_zscore,antiguedad_cliente_dias,codigo_macrozona,compra_con_descuento,score_fidelizacion_norm,rango_monto_compra
50509,1045,2024-03-10,2022-04-23,María Sepúlveda,65,60+,La Serena,RegiÃ³n de Coquimbo,Norte,Plata,Facebook,App,Tecnología,Belleza,1,222855.18,0.1,222855.18,22285.518,200569.66,1013193.0,87,Alta,9,1724822.3599999999,191646.92888888888,20,0.05,87.0,la serena,PayPal,False,False,False,False,687,1,Sí,0.7833333333333333,Medio
50510,1249,2024-08-06,2023-04-28,Camila Díaz,66,60+,Valparaíso,Sin información,Sin información,Plata,Orgánico,App,Libros,Moda,5,154952.79,0.15,774763.9500000001,116214.5925,658549.36,1174207.0,98,Alta,7,2588524.72,369789.24571428576,22,0.1142857142857143,98.0,valparaiso,Transferencia,False,False,False,False,466,0,Sí,0.9666666666666668,Muy alto
50511,1012,2024-03-08,2024-11-03,Tomás Pérez,31,30-44,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Oro,Instagram,Web,Belleza,Libros,5,155405.82,0.0,777029.1000000001,0.0,777029.1,300000.0,63,Baja,5,1813579.6600000001,362715.93200000003,13,0.06,63.0,temuco,Transferencia,False,False,False,False,-240,3,No,0.3833333333333333,Muy alto
50512,1298,2024-08-07,2023-11-27,Camila Díaz,39,30-44,Valparaíso,Sin información,Sin información,Plata,Facebook,Web,Tecnología,Tecnología,4,35272.9,0.2,141091.6,28218.320000000003,112873.28,924876.0,69,Media,3,639320.13,213106.71,9,0.15,69.0,valparaiso,Tarjeta débito,False,False,False,False,254,0,Sí,0.4833333333333333,Bajo
50513,1171,2024-07-11,2024-11-01,Benjamín Fuentes,44,30-44,Valparaíso,Sin información,Sin información,Plata,Referido,Web,Libros,Libros,5,167395.58,0.05,836977.8999999999,41848.895,795129.0,1146286.0,57,Baja,3,2095830.79,698610.2633333333,13,0.03333333333333333,57.0,valparaiso,Tarjeta crédito,False,False,False,False,-113,0,Sí,0.2833333333333333,Muy alto
50514,1175,2024-04-19,2024-10-11,Benjamín González,37,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Facebook,Web,Belleza,Tecnología,5,13150.1,0.15,65750.5,9862.575,55887.92,400022.0,58,Baja,7,2724598.46,389228.35142857145,25,0.0642857142857143,58.0,la serena,Tarjeta débito,False,False,False,False,-175,1,Sí,0.3,Bajo
50515,1105,2024-09-01,2024-03-19,Diego Torres,36,30-44,Concepción,Sin información,Sin información,Plata,Facebook,Marketplace,Moda,Tecnología,2,112489.16,0.1,224978.32,22497.832,202480.49,335011.0,68,Media,6,1563705.13,260617.52166666664,22,0.05000000000000001,68.0,concepcion,Tarjeta débito,False,False,False,False,166,0,Sí,0.4666666666666667,Medio
50516,1214,2024-01-31,2023-05-23,Tomás Díaz,61,60+,Concepción,Sin información,Sin información,Plata,Referido,Web,Belleza,Libros,4,73690.78,0.05,294763.12,14738.156,280024.96,976952.0,80,Media,6,1496065.3,249344.21666666667,19,0.08333333333333333,80.0,concepcion,PayPal,False,False,False,False,253,0,Sí,0.6666666666666666,Medio
50517,1217,2024-11-11,2022-09-27,Pedro Rodríguez,39,30-44,Valparaíso,Sin información,Sin información,Plata,Facebook,App,Libros,Moda,3,15833.99,0.0,47501.97,0.0,47501.97,489906.0,93,Alta,4,1417071.29,354267.8225,15,0.037500000000000006,93.0,valparaiso,Transferencia,False,False,False,False,776,0,No,0.8833333333333333,Bajo
50518,1128,2024-01-11,2023-06-03,María Soto,26,18-29,Valparaíso,Sin información,Sin información,Oro,Instagram,App,Deportes,Deportes,5,40579.79,0.1,202898.95,20289.895000000004,182609.06,983237.0,44,Baja,3,1273050.42,424350.13999999996,14,0.06666666666666667,44.0,valparaiso,Tarjeta crédito,False,False,False,False,222,0,Sí,0.0666666666666666,Medio
50519,1194,2024-06-11,2023-03-15,Pedro Sepúlveda,30,30-44,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Bronce,Google Ads,Web,Libros,Libros,3,68054.87,0.2,204164.61,40832.922,163331.69,652575.0,53,Baja,2,608100.3200000001,304050.16000000003,6,0.1,53.0,temuco,Transferencia,False,False,False,False,454,3,Sí,0.2166666666666666,Medio
50520,1203,2024-04-04,2023-08-22,Antonia Soto,28,18-29,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Premium,Referido,Marketplace,Moda,Moda,4,175000.8,0.0,700003.2,0.0,700003.2,459837.0,51,Baja,4,1642654.0099999998,410663.50249999994,12,0.0625,51.0,temuco,Transferencia,False,False,False,False,226,3,No,0.1833333333333333,Muy alto
50521,1275,2024-01-28,2023-07-26,Valentina Rodríguez,46,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Bronce,Orgánico,Marketplace,Tecnología,Moda,1,150505.27,0.1,150505.27,15050.527,135454.74,1010844.0,50,Baja,5,1124156.02,224831.204,10,0.1,50.0,santiago,Tarjeta crédito,False,False,False,False,186,2,Sí,0.1666666666666666,Bajo
50522,1049,2024-04-23,2024-04-15,Daniela Hernández,42,30-44,Valparaíso,Sin información,Sin información,Plata,Google Ads,Web,Belleza,Moda,2,130551.4,0.05,261102.8,13055.14,248047.66,981227.0,76,Media,6,1592595.6099999999,265432.6016666666,20,0.09166666666666667,76.0,valparaiso,Transferencia,False,False,False,False,8,0,Sí,0.6,Medio
50523,1196,2024-05-15,2023-09-28,Valentina Muñoz,47,45-59,Rancagua,RegiÃ³n de O'Higgins,Centro,Premium,Referido,App,Hogar,Libros,5,183638.22,0.05,918191.1,45909.555,872281.54,1011346.0,76,Media,4,2023922.38,505980.595,16,0.1,76.0,rancagua,Transferencia,False,False,False,False,230,2,Sí,0.6,Muy alto
50524,1195,2024-11-14,2024-07-30,Javiera Fuentes,59,45-59,Valparaíso,Sin información,Sin información,Oro,Facebook,App,Hogar,Moda,5,18988.6,0.0,94943.0,0.0,94943.0,1247554.0,72,Media,4,1146454.69,286613.6725,16,0.08750000000000001,72.0,valparaiso,Tarjeta débito,False,False,False,False,107,0,No,0.5333333333333333,Bajo
50525,1005,2024-10-12,2023-07-05,Camila Hernández,24,18-29,La Serena,RegiÃ³n de Coquimbo,Norte,Bronce,Facebook,Marketplace,Deportes,Belleza,2,181848.25,0.1,363696.5,36369.65,327326.85,696195.0,64,Baja,6,2015988.25625,335998.04270833335,14,0.075,64.0,la serena,Transferencia,False,False,False,False,465,1,Sí,0.4,Alto
50526,1047,2024-08-01,2024-01-09,Catalina Muñoz,57,45-59,Concepción,Sin información,Sin información,Oro,Referido,App,Tecnología,Moda,2,215783.59,0.15,431567.18,64735.077,366832.1,835300.0,59,Baja,5,2376604.1,475320.82,15,0.07999999999999999,59.0,concepcion,Tarjeta débito,False,False,False,False,205,0,Sí,0.3166666666666666,Alto
50527,1274,2024-12-25,2022-02-15,Diego Hernández,24,18-29,Concepción,Sin información,Sin información,Oro,Facebook,App,Hogar,Libros,4,157351.71,0.1,629406.84,62940.684,566466.16,646707.0,63,Baja,3,826143.8500000001,275381.2833333334,7,0.06666666666666667,63.0,concepcion,Tarjeta crédito,False,False,False,False,1044,0,Sí,0.3833333333333333,Muy alto
50528,1255,2024-09-16,2023-11-09,Matías Torres,26,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Referido,Web,Hogar,Belleza,1,20026.68,0.05,20026.68,1001.334,19025.35,542666.0,88,Alta,9,2027919.0899999999,225324.34333333332,19,0.05555555555555555,88.0,puerto montt,Tarjeta crédito,False,False,False,False,312,3,Sí,0.8,Bajo
50529,1001,2024-12-26,2023-08-28,Diego Pérez,41,30-44,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Facebook,Web,Hogar,Libros,5,47922.14,0.1,239610.7,23961.070000000003,215649.63,650235.0,49,Baja,5,2619020.41,523804.08200000005,18,0.06,49.0,puerto montt,Tarjeta crédito,False,False,False,False,486,3,Sí,0.15,Medio
50530,1065,2024-05-07,2024-03-08,Javiera Díaz,58,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Instagram,Web,Tecnología,Tecnología,1,130372.04,0.2,130372.04,26074.408,104297.63,1396378.0,40,Baja,7,3006239.9299999997,429462.8471428571,22,0.1142857142857143,40.0,santiago,PayPal,False,False,False,False,60,2,Sí,0.0,Bajo
50531,1184,2024-05-13,2023-07-01,Fernanda Rojas,47,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Referido,Web,Tecnología,Moda,1,152388.17,0.15,152388.17,22858.2255,129529.94,754003.0,56,Baja,5,3431643.4562500003,686328.69125,18,0.05,56.0,la serena,Transferencia,False,False,False,False,317,1,Sí,0.2666666666666666,Bajo
50532,1182,2024-03-06,2023-01-21,Camila Fuentes,20,18-29,Valparaíso,Sin información,Sin información,Bronce,Instagram,App,Tecnología,Belleza,3,224405.01,0.15,673215.03,100982.2545,572232.78,920565.0,71,Media,5,2022277.9700000002,404455.59400000004,16,0.08,71.0,valparaiso,Tarjeta crédito,False,False,False,False,410,0,Sí,0.5166666666666667,Muy alto
50533,1006,2024-03-28,2023-05-06,Benjamín Díaz,43,30-44,Concepción,Sin información,Sin información,Oro,Facebook,App,Moda,Deportes,4,97624.92,0.1,390499.68,39049.968,351449.71,300000.0,78,Media,6,2116122.96,352687.16,21,0.06666666666666667,78.0,concepcion,Tarjeta crédito,False,False,False,False,327,0,Sí,0.6333333333333333,Alto
50534,1195,2024-09-03,2024-07-30,Javiera Fuentes,59,45-59,Valparaíso,Sin información,Sin información,Oro,Facebook,App,Belleza,Moda,5,216541.25,0.1,1082706.25,108270.625,974435.62,1247554.0,72,Media,4,1146454.69,286613.6725,16,0.08750000000000001,72.0,valparaiso,Tarjeta débito,False,False,False,False,35,0,Sí,0.5333333333333333,Muy alto
50535,1084,2024-03-20,2022-01-30,Matías Torres,59,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Referido,Web,Moda,Deportes,5,65438.03,0.0,327190.15,0.0,327190.15,751245.0,66,Media,7,2938304.0,419757.71428571426,26,0.1,66.0,la serena,Tarjeta crédito,False,False,False,False,780,1,No,0.4333333333333333,Alto
50536,1284,2024-09-03,2023-03-22,Tomás Sepúlveda,27,18-29,Concepción,Sin información,Sin información,Plata,Referido,App,Libros,Hogar,5,177503.16,0.05,887515.8,44375.79000000001,843140.01,1218965.0,99,Alta,4,1665299.1300000001,416324.78250000003,16,0.05,99.0,concepcion,Tarjeta crédito,False,False,False,False,531,0,Sí,0.9833333333333332,Muy alto
50537,1226,2024-01-03,2023-05-08,Valentina Muñoz,36,30-44,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Instagram,App,Libros,Moda,4,114545.01,0.15,458180.04,68727.006,389453.03,721566.0,71,Media,3,854241.04,284747.01333333337,7,0.08333333333333333,71.0,santiago,Tarjeta crédito,False,False,False,False,240,2,Sí,0.5166666666666667,Alto
50538,1093,2024-04-06,2023-06-11,Juan Pérez,36,30-44,Concepción,Sin información,Sin información,Oro,Facebook,Marketplace,Deportes,Moda,1,239541.15,0.0,239541.15,0.0,239541.15,1178187.0,89,Alta,10,4139146.45,413914.645,34,0.06,89.0,concepcion,Tarjeta crédito,False,False,False,False,300,0,No,0.8166666666666667,Medio
50539,1229,2024-05-24,2024-09-02,María González,25,18-29,Concepción,Sin información,Sin información,Oro,Facebook,Marketplace,Moda,Belleza,1,183575.66,0.0,183575.66,0.0,183575.66,794542.0,60,Baja,5,1530575.04,306115.00800000003,10,0.06,60.0,concepcion,Tarjeta crédito,False,False,False,False,-101,0,No,0.3333333333333333,Medio
50540,1009,2024-05-18,2022-01-22,Camila Hernández,19,18-29,Rancagua,RegiÃ³n de O'Higgins,Centro,Plata,Google Ads,Web,Tecnología,Hogar,2,95427.13,0.0,190854.26,0.0,190854.26,1065205.0,80,Media,6,1147139.6400000001,191189.94000000003,12,0.09166666666666667,80.0,rancagua,Transferencia,False,False,False,False,847,2,No,0.6666666666666666,Medio
50541,1099,2024-08-27,2022-08-13,Catalina González,57,45-59,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Premium,Referido,App,Hogar,Deportes,5,232654.3,0.2,1163271.5,232654.3,930617.2,862764.0,64,Baja,4,1913836.88,478459.22,16,0.0625,64.0,puerto montt,PayPal,False,False,False,False,745,3,Sí,0.4,Muy alto
50542,1179,2024-09-01,2024-03-14,Diego Contreras,58,45-59,Valparaíso,Sin información,Sin información,Oro,Instagram,App,Tecnología,Hogar,2,59271.57,0.05,118543.14,5927.157,112615.98,472495.0,79,Media,3,1086936.5,362312.1666666667,9,0.06666666666666667,79.0,valparaiso,Tarjeta débito,False,False,False,False,171,0,Sí,0.65,Bajo
50543,1253,2024-04-18,2024-01-19,Tomás Morales,59,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Referido,Marketplace,Hogar,Moda,3,7136.81,0.1,21410.43,2141.043,19269.39,793757.0,59,Baja,4,1525042.8599999999,381260.71499999997,12,0.1125,59.0,santiago,PayPal,False,False,False,False,90,2,Sí,0.3166666666666666,Bajo
50544,1117,2024-08-29,2023-11-10,Benjamín Rodríguez,20,18-29,Rancagua,RegiÃ³n de O'Higgins,Centro,Premium,Instagram,Marketplace,Hogar,Deportes,1,182101.09,0.0,182101.09,0.0,182101.09,573014.0,71,Media,1,182101.09,182101.09,1,0.0,71.0,rancagua,PayPal,False,False,False,False,293,2,No,0.5166666666666667,Medio
50545,1033,2024-10-07,2023-10-06,Sofía Fuentes,58,45-59,Antofagasta,RegiÃ³n de Antofagasta,Norte,Premium,Google Ads,Marketplace,Deportes,Belleza,2,39624.35,0.1,79248.7,7924.87,71323.83,846516.0,90,Alta,6,1443295.51,240549.25166666668,12,0.075,90.0,antofagasta,Transferencia,False,False,False,False,367,1,Sí,0.8333333333333334,Bajo
50546,1061,2024-06-07,2024-08-16,María Sepúlveda,42,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Bronce,Google Ads,Marketplace,Moda,Belleza,3,74571.83,0.0,223715.49,0.0,223715.49,400869.0,70,Media,8,1631670.25,203958.78125,15,0.043750000000000004,70.0,antofagasta,PayPal,False,False,False,False,-70,1,No,0.5,Medio
50547,1125,2024-05-02,2024-10-06,Tomás Pérez,31,30-44,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Referido,Marketplace,Belleza,Tecnología,1,96402.98,0.05,96402.98,4820.149,91582.83,1312885.0,71,Media,5,2334404.45,466880.89,16,0.08,71.0,santiago,Transferencia,False,False,False,False,-157,2,Sí,0.5166666666666667,Bajo
50548,1057,2024-06-06,2023-10-06,Tomás Hernández,40,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Plata,Instagram,App,Moda,Tecnología,2,190183.26,0.0,380366.52,0.0,342329.87,569729.0,62,Baja,6,2046335.8962500002,341055.98270833335,15,0.03333333333333333,62.0,la serena,Tarjeta crédito,False,False,False,False,244,1,No,0.3666666666666666,Alto
50549,1121,2024-06-09,2023-03-07,Vicente Pérez,48,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Bronce,Google Ads,Marketplace,Moda,Tecnología,2,147063.34,0.15,294126.68,44119.002,250007.68,518143.0,97,Alta,3,733322.79,244440.93000000002,7,0.09999999999999999,97.0,santiago,PayPal,False,False,False,False,460,2,Sí,0.95,Medio
50550,1255,2024-06-10,2023-11-09,Matías Torres,26,18-29,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Referido,App,Moda,Belleza,3,164760.26,0.0,494280.78,0.0,494280.78,542666.0,88,Alta,9,2027919.0899999999,225324.34333333332,19,0.05555555555555555,88.0,puerto montt,Tarjeta crédito,False,False,False,False,214,3,No,0.8,Alto
50551,1065,2024-02-13,2024-03-08,Javiera Díaz,58,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Instagram,Web,Libros,Tecnología,4,15729.76,0.05,62919.04,3145.952,59773.09,1396378.0,40,Baja,7,3006239.9299999997,429462.8471428571,22,0.1142857142857143,40.0,santiago,PayPal,False,False,False,False,-24,2,Sí,0.0,Bajo
50552,1038,2024-11-06,2023-09-20,Camila Fuentes,66,60+,Santiago,RegiÃ³n Metropolitana,Centro,Oro,Facebook,Web,Moda,Hogar,4,52056.17,0.15,208224.68,31233.702,176990.98,780254.0,88,Alta,3,1388897.02,462965.67333333334,11,0.11666666666666665,88.0,santiago,PayPal,False,False,False,False,413,2,Sí,0.8,Medio
50553,1224,2024-03-21,2023-04-23,Juan Hernández,62,60+,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Instagram,App,Belleza,Deportes,5,231354.05,0.05,1156770.25,57838.5125,1098931.74,1018051.0,44,Baja,5,2546151.2399999998,509230.24799999996,14,0.06999999999999999,44.0,puerto montt,Transferencia,False,False,False,False,333,3,Sí,0.0666666666666666,Muy alto
50554,1134,2024-07-11,2022-07-09,Vicente Muñoz,55,45-59,Antofagasta,RegiÃ³n de Antofagasta,Norte,Bronce,Google Ads,Web,Belleza,Deportes,3,30184.69,0.05,90554.07,4527.7035,86026.37,787557.0,71,Media,5,1562747.2,312549.44,13,0.030000000000000006,71.0,antofagasta,Tarjeta débito,False,False,False,False,733,1,Sí,0.5166666666666667,Bajo
50555,1113,2024-01-07,2022-08-02,Matías Martínez,21,18-29,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Referido,Web,Libros,Tecnología,4,103684.25,0.05,414737.0,20736.85,394000.15,965100.0,93,Alta,4,1523467.4300000002,380866.85750000004,12,0.11249999999999999,93.0,la serena,Tarjeta débito,False,False,False,False,523,1,Sí,0.8833333333333333,Alto
50556,1049,2024-01-20,2024-04-15,Daniela Hernández,42,30-44,Valparaíso,Sin información,Sin información,Plata,Google Ads,App,Belleza,Moda,4,203775.74,0.2,815102.96,163020.592,652082.37,981227.0,76,Media,6,1592595.6099999999,265432.6016666666,20,0.09166666666666667,76.0,valparaiso,Transferencia,False,False,False,False,-86,0,Sí,0.6,Muy alto
50557,1254,2024-02-29,2022-03-07,Daniela Pérez,44,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Oro,Orgánico,App,Deportes,Belleza,3,240081.57,0.0,720244.71,0.0,720244.71,933244.0,62,Baja,2,1077569.4,538784.7,6,0.0,62.0,antofagasta,PayPal,False,False,False,False,724,1,No,0.3666666666666666,Muy alto
50558,1003,2024-01-31,2024-01-22,Sofía Sepúlveda,59,45-59,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Google Ads,App,Tecnología,Belleza,5,157680.27,0.0,788401.35,0.0,788401.35,1255397.0,47,Baja,6,2850330.42,475055.07,18,0.05833333333333333,47.0,antofagasta,Transferencia,False,False,False,False,9,1,No,0.1166666666666666,Muy alto
50559,1297,2024-07-19,2023-03-20,Diego Rojas,49,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Google Ads,App,Tecnología,Belleza,2,180846.38,0.0,361692.76,0.0,361692.76,1033414.0,42,Baja,9,3682702.7800000003,409189.1977777778,30,0.044444444444444446,42.0,la serena,Transferencia,False,False,False,False,487,1,No,0.0333333333333333,Alto
50560,1187,2024-11-03,2022-08-08,Sofía Contreras,50,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Bronce,Referido,Web,Moda,Tecnología,3,105073.2,0.1,315219.6,31521.96,283697.64,1085456.0,55,Baja,7,1596488.69,228069.81285714285,19,0.03571428571428571,55.0,santiago,Transferencia,False,False,False,False,818,2,Sí,0.25,Medio
50561,1125,2024-01-03,2024-10-06,Tomás Pérez,31,30-44,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Referido,Marketplace,Belleza,Tecnología,5,100873.88,0.1,504369.4,50436.94,453932.46,1312885.0,71,Media,5,2334404.45,466880.89,16,0.08,71.0,santiago,Transferencia,False,False,False,False,-277,2,Sí,0.5166666666666667,Alto
50562,1079,2024-05-08,2024-11-18,Antonia Díaz,41,30-44,La Serena,RegiÃ³n de Coquimbo,Norte,Plata,Google Ads,Marketplace,Moda,Libros,5,168698.19,0.1,843490.95,84349.095,759141.86,1195827.0,71,Media,5,1732935.8399999999,346587.16799999995,15,0.1,71.0,la serena,Tarjeta débito,False,False,False,False,-194,1,Sí,0.5166666666666667,Muy alto
50563,1232,2024-06-10,2024-11-22,Javiera Hernández,47,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Plata,Google Ads,Marketplace,Moda,Tecnología,3,207954.94,0.05,623864.8200000001,31193.241000000005,592671.58,607014.0,91,Alta,4,1896338.3499999999,474084.58749999997,11,0.0625,91.0,santiago,PayPal,False,False,False,False,-165,2,Sí,0.85,Muy alto
50564,1031,2024-03-23,2023-02-24,Diego Hernández,19,18-29,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Google Ads,Web,Tecnología,Belleza,4,229455.46,0.15,917821.84,137673.27599999998,780148.56,1018565.0,49,Baja,4,1583847.4500000002,395961.86250000005,10,0.125,49.0,antofagasta,Tarjeta débito,False,False,False,False,393,1,Sí,0.15,Muy alto
50565,1187,2024-06-06,2022-08-08,Sofía Contreras,50,45-59,Santiago,RegiÃ³n Metropolitana,Centro,Bronce,Referido,App,Tecnología,Tecnología,4,52969.51,0.0,211878.04,0.0,211878.04,1085456.0,55,Baja,7,1596488.69,228069.81285714285,19,0.03571428571428571,55.0,santiago,Transferencia,False,False,False,False,668,2,No,0.25,Medio
50566,1061,2024-07-26,2024-08-16,María Sepúlveda,42,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Bronce,Google Ads,Marketplace,Moda,Belleza,4,102763.86,0.05,411055.44,20552.772,390502.67,400869.0,70,Media,8,1631670.25,203958.78125,15,0.043750000000000004,70.0,antofagasta,PayPal,False,False,False,False,-21,1,Sí,0.5,Alto
50567,1271,2024-09-22,2022-08-17,Vicente Rodríguez,24,18-29,Concepción,Sin información,Sin información,Bronce,Facebook,Marketplace,Tecnología,Deportes,3,8910.53,0.1,26731.590000000004,2673.159000000001,24058.43,840419.0,94,Alta,3,286964.86,95654.95333333332,9,0.09999999999999999,94.0,concepcion,PayPal,False,False,False,False,767,0,Sí,0.9,Bajo
50568,1040,2024-05-12,2023-10-14,María Rojas,21,18-29,Concepción,Sin información,Sin información,Plata,Google Ads,Web,Hogar,Moda,1,95261.82,0.2,95261.82,19052.364,76209.46,1162066.0,51,Baja,11,4250917.91,386447.08272727276,33,0.1,51.0,concepcion,PayPal,False,False,False,False,211,0,Sí,0.1833333333333333,Bajo
50569,1113,2024-09-23,2022-08-02,Matías Martínez,21,18-29,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Referido,App,Tecnología,Tecnología,4,187043.83,0.15,748175.32,112226.298,635949.02,965100.0,93,Alta,4,1523467.4300000002,380866.85750000004,12,0.11249999999999999,93.0,la serena,Tarjeta débito,False,False,False,False,783,1,Sí,0.8833333333333333,Muy alto
50570,1229,2024-02-01,2024-09-02,María González,25,18-29,Concepción,Sin información,Sin información,Oro,Facebook,Web,Libros,Belleza,2,14915.55,0.05,29831.1,1491.555,28339.54,794542.0,60,Baja,5,1530575.04,306115.00800000003,10,0.06,60.0,concepcion,Tarjeta crédito,False,False,False,False,-214,0,Sí,0.3333333333333333,Bajo
50571,1277,2024-05-25,2022-06-28,Javiera Rodríguez,24,18-29,Concepción,Sin información,Sin información,Bronce,Referido,Marketplace,Belleza,Belleza,5,85361.4,0.05,426807.0,21340.35,405466.65,649648.0,99,Alta,2,1214881.25,607440.625,10,0.125,99.0,concepcion,Tarjeta débito,False,False,False,False,697,0,Sí,0.9833333333333332,Alto
50572,1050,2024-02-13,2024-08-28,Fernanda Pérez,45,45-59,Desconocida,Sin información,Sin información,Premium,Google Ads,Web,Hogar,Belleza,3,42245.8,0.15,126737.4,19010.61,107726.79,1330547.0,43,Baja,3,924373.77,308124.59,9,0.06666666666666667,43.0,desconocida,PayPal,False,False,False,False,-197,0,Sí,0.05,Bajo
50573,1003,2024-07-18,2024-01-22,Sofía Sepúlveda,59,45-59,Antofagasta,RegiÃ³n de Antofagasta,Norte,Plata,Google Ads,Web,Hogar,Belleza,5,191596.64,0.15,957983.2,143697.48,814285.72,1255397.0,47,Baja,6,2850330.42,475055.07,18,0.05833333333333333,47.0,antofagasta,Transferencia,False,False,False,False,178,1,Sí,0.1166666666666666,Muy alto
50574,1098,2024-05-03,2022-08-11,Juan Hernández,19,18-29,Concepción,Sin información,Sin información,Bronce,Instagram,Web,Hogar,Tecnología,4,38180.89,0.2,152723.56,30544.712,122178.85,978514.0,99,Alta,5,1588209.23,317641.846,17,0.06,99.0,concepcion,PayPal,False,False,False,False,631,0,Sí,0.9833333333333332,Bajo
50575,1288,2024-04-10,2022-06-11,Valentina Rojas,44,30-44,Antofagasta,RegiÃ³n de Antofagasta,Norte,Bronce,Referido,Web,Belleza,Moda,1,198053.89,0.05,198053.89,9902.6945,188151.2,826286.0,71,Media,5,2010377.03,402075.406,17,0.13999999999999999,71.0,antofagasta,Transferencia,False,False,False,False,669,1,Sí,0.5166666666666667,Medio
50576,1008,2024-05-21,2024-12-31,Sofía González,23,18-29,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Plata,Facebook,Marketplace,Moda,Tecnología,2,8044.86,0.05,16089.72,804.486,15285.23,645729.0,62,Baja,3,617525.0599999999,205841.68666666665,5,0.03333333333333333,62.0,temuco,Transferencia,False,False,False,False,-224,3,Sí,0.3666666666666666,Bajo
50577,1073,2024-02-26,2024-10-02,Javiera Díaz,69,60+,Temuco,RegiÃ³n de La AraucanÃ­a,Sur,Premium,Facebook,Web,Moda,Hogar,2,227853.42,0.15,455706.84,68356.026,387350.81,881579.0,52,Baja,3,1519000.82,506333.6066666667,8,0.13333333333333333,52.0,temuco,Tarjeta crédito,False,False,False,False,-219,3,Sí,0.2,Alto
50578,1184,2024-04-01,2023-07-01,Fernanda Rojas,47,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Referido,Marketplace,Libros,Moda,2,163411.67,0.05,326823.34,16341.167,310482.17,754003.0,56,Baja,5,3431643.4562500003,686328.69125,18,0.05,56.0,la serena,Transferencia,False,False,False,False,275,1,Sí,0.2666666666666666,Alto
50579,1094,2024-08-20,2024-07-04,Valentina Muñoz,58,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Premium,Facebook,App,Deportes,Hogar,5,29903.39,0.05,149516.95,7475.847500000001,142041.1,933999.0,71,Media,8,4365417.97,545677.24625,32,0.043750000000000004,71.0,la serena,Tarjeta crédito,False,False,False,False,47,1,Sí,0.5166666666666667,Medio
50580,1147,2024-05-27,2024-07-10,Tomás Silva,41,30-44,Puerto Montt,RegiÃ³n de Los Lagos,Sur,Plata,Facebook,Marketplace,Belleza,Tecnología,1,53926.72,0.05,53926.72,2696.336,51230.38,579874.0,59,Baja,5,1193032.06,238606.412,18,0.02,59.0,puerto montt,Tarjeta crédito,False,False,False,False,-44,3,Sí,0.3166666666666666,Bajo
50581,1169,2024-08-13,2023-08-06,Camila Martínez,46,45-59,La Serena,RegiÃ³n de Coquimbo,Norte,Oro,Google Ads,Web,Belleza,Libros,2,137490.12,0.05,274980.24,13749.012,261231.23,1426539.0,46,Baja,7,1536682.9,219526.12857142856,22,0.07142857142857142,46.0,la serena,Tarjeta débito,False,False,False,False,373,1,Sí,0.1,Medio
